wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?,note,removed EN
wn:826606n,bn:00869997n,,southern_rock/metal,Southern rock is a subgenre of rock music and a genre of Americana.,YES,,
wn:826606n,bn:00869997n,,1980s_southern_rock,Southern rock is a subgenre of rock music and a genre of Americana.,YES,,
wn:826606n,bn:00869997n,,1990s_southern_rock,Southern rock is a subgenre of rock music and a genre of Americana.,YES,,
wn:826606n,bn:00869997n,,southern_hardcore,Southern rock is a subgenre of rock music and a genre of Americana.,YES,,
wn:826606n,bn:00869997n,,1960s_southern_rock,Southern rock is a subgenre of rock music and a genre of Americana.,YES,,
wn:826606n,bn:00869997n,,southern_boogie,Southern rock is a subgenre of rock music and a genre of Americana.,YES,,
wn:826606n,bn:00869997n,,cowboy_rock,Southern rock is a subgenre of rock music and a genre of Americana.,YES,,
wn:10311995n,bn:00869997n,,1970s_southern_rock,Southern rock is a subgenre of rock music and a genre of Americana.,YES,,
wn:10311995n,bn:00870001n,,arena_rock,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,corporate_rock,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,stadium_rock,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,1960s_aor,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,anthem_rock,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,1970s_stadium_rock,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,a.o.r._-_adult_oriented_rock,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,1970s_aor,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,pomp_rock,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,arena-rock,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,melodic_hard_rock,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,1960s_album-oriented_rock,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,1960s_arena_rock,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,1970s_arena_rock,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00870001n,,1960s_stadium_rock,Arena rock is a style of rock music that originated in the mid-1970s.,YES,,
wn:10311995n,bn:00871044n,,bajo_sexto,Bajo sexto is a Mexican string instrument from the guitar family with 12 strings in six double courses.,YES,,
wn:10311995n,bn:00871044n,,acordeón,Bajo sexto is a Mexican string instrument from the guitar family with 12 strings in six double courses.,YES,,
wn:10311995n,bn:00871044n,,bajo_quinto,Bajo sexto is a Mexican string instrument from the guitar family with 12 strings in six double courses.,YES,,
wn:10311995n,bn:00871044n,,bajo-sexto,Bajo sexto is a Mexican string instrument from the guitar family with 12 strings in six double courses.,YES,,
wn:10311995n,bn:00871044n,,sixth_bass,Bajo sexto is a Mexican string instrument from the guitar family with 12 strings in six double courses.,YES,,
wn:10311995n,bn:00871823n,,rōkyoku,Rōkyoku is a genre of traditional Japanese narrative singing.,YES,,
wn:10311995n,bn:00871823n,,naniwa-bushi,Rōkyoku is a genre of traditional Japanese narrative singing.,YES,,
wn:10311995n,bn:00871823n,,rokyoku,Rōkyoku is a genre of traditional Japanese narrative singing.,YES,,
wn:10311995n,bn:00871823n,,naniwa_bushi,Rōkyoku is a genre of traditional Japanese narrative singing.,YES,,
wn:10311995n,bn:00871823n,,naniwabushi,Rōkyoku is a genre of traditional Japanese narrative singing.,YES,,
wn:527498n,bn:00871823n,,roukyoku,Rōkyoku is a genre of traditional Japanese narrative singing.,YES,,
wn:527498n,bn:00872662n,,post-grunge,Post-grunge is a rock music subgenre that emerged in the 1990s.,YES,,
wn:527498n,bn:00872662n,,post_grunge,Post-grunge is a rock music subgenre that emerged in the 1990s.,YES,,
wn:527498n,bn:00872662n,,pop_grunge,Post-grunge is a rock music subgenre that emerged in the 1990s.,YES,,
wn:527498n,bn:00872662n,,nu-grunge,Post-grunge is a rock music subgenre that emerged in the 1990s.,YES,,
wn:527498n,bn:00872662n,,alt-grunge,Post-grunge is a rock music subgenre that emerged in the 1990s.,YES,,
wn:527498n,bn:00872662n,,post-grunge_music,Post-grunge is a rock music subgenre that emerged in the 1990s.,YES,,
wn:527498n,bn:00872662n,,alternative_grunge,Post-grunge is a rock music subgenre that emerged in the 1990s.,YES,,
wn:527498n,bn:00872662n,,postgrunge,Post-grunge is a rock music subgenre that emerged in the 1990s.,YES,,
wn:527498n,bn:00872662n,,1990s_post-grunge,Post-grunge is a rock music subgenre that emerged in the 1990s.,YES,,
wn:527498n,bn:00872662n,,generation_xi,Post-grunge is a rock music subgenre that emerged in the 1990s.,YES,,
wn:527498n,bn:00874901n,,cantabile,"In music, cantabile, an Italian word, means literally ""singable"" or ""songlike"".",YES,,
wn:527498n,bn:00874901n,,gesangvoll,"In music, cantabile, an Italian word, means literally ""singable"" or ""songlike"".",YES,,
wn:527498n,bn:00875658n,,enka,Enka is a popular Japanese music genre considered to resemble traditional Japanese music stylistically.,YES,,
wn:527498n,bn:00876583n,,tsuzumi,The tsudzumi or tsuzumi is a hand drum of Japanese origin.,YES,,
wn:527498n,bn:00876583n,,kotsusumi,The tsudzumi or tsuzumi is a hand drum of Japanese origin.,YES,,
wn:527498n,bn:00876583n,,kotsuzumi,The tsudzumi or tsuzumi is a hand drum of Japanese origin.,YES,,
wn:527498n,bn:00877028n,,carnatic_music,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:527498n,bn:00877028n,,carnatic_sangeet,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:527498n,bn:00877028n,,carnatic_classical_music,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:2786736n,bn:00877028n,,karnataka_music,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:7065333n,bn:00877028n,,karnataka_sangita,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:7065333n,bn:00877028n,,karnatic_classical_music,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:7065333n,bn:00877028n,,karnatic_music,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:7065333n,bn:00877028n,,karnāṭaka_saṃgīta,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:7065333n,bn:00877028n,,south_indian_classical,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:7065333n,bn:00877028n,,karnataka_sangeeth,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:7065333n,bn:00877028n,,carnatic_musician,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:7065333n,bn:00877028n,,karnakata_sangeetha,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:7065333n,bn:00877028n,,karnāṭaka_saṅgītam,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:7065333n,bn:00877028n,,origins_and_history_of_carnatic_music,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:6612865n,bn:00877028n,,list_of_carnatic_music_festivals,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:6612865n,bn:00877028n,,karnataka_sangeeta,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:6612865n,bn:00877028n,,javali,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:6612865n,bn:00877028n,,karnataka_sangeetham,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:2974023a,bn:00877028n,,karnataka_sangeetha,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:8289841n,bn:00877028n,,karnatak_music,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:8289841n,bn:00877028n,,south_indian_music,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:8289841n,bn:00877028n,,dravidian_music,"Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.",YES,,
wn:8289841n,bn:00880577n,,chicano_rock,Chicano rock is rock music performed by Mexican American groups or music with themes derived from Chicano culture.,YES,,
wn:7062550n,bn:00880577n,,pachucho_punk,Chicano rock is rock music performed by Mexican American groups or music with themes derived from Chicano culture.,YES,,
wn:538052n,bn:00880577n,,chicano_punk,Chicano rock is rock music performed by Mexican American groups or music with themes derived from Chicano culture.,YES,,
wn:538052n,bn:00880577n,,chicago_rock,Chicano rock is rock music performed by Mexican American groups or music with themes derived from Chicano culture.,YES,,
wn:538052n,bn:00880577n,,latin-rock-goddess,Chicano rock is rock music performed by Mexican American groups or music with themes derived from Chicano culture.,YES,,
wn:538052n,bn:00889326n,,temp_track,"A temp track is an existing piece of music or audio which is used during the editing phase of television and film production, serving as a guideline for the tempo, mood or atmosphere the director is looking for in a scene.",YES,,
wn:538052n,bn:00889326n,,temp_tracks,"A temp track is an existing piece of music or audio which is used during the editing phase of television and film production, serving as a guideline for the tempo, mood or atmosphere the director is looking for in a scene.",YES,,
wn:284656r,bn:00889326n,,temp_score,"A temp track is an existing piece of music or audio which is used during the editing phase of television and film production, serving as a guideline for the tempo, mood or atmosphere the director is looking for in a scene.",YES,,
wn:1799086n,bn:00889326n,,scratch_music,"A temp track is an existing piece of music or audio which is used during the editing phase of television and film production, serving as a guideline for the tempo, mood or atmosphere the director is looking for in a scene.",YES,,
wn:1799086n,bn:00889326n,,temp_music,"A temp track is an existing piece of music or audio which is used during the editing phase of television and film production, serving as a guideline for the tempo, mood or atmosphere the director is looking for in a scene.",YES,,
wn:10120085n,bn:00889604n,,recurrent_rotation,Recurrent rotation refers to a group of songs still frequently aired on a contemporary hit radio station several months or even years after the initial debut.,YES,,
wn:6329165n,bn:00891556n,,lowercase,"Lowercase is an extreme form of ambientminimalism where very quiet, usually unheard sounds are amplified to extreme levels.",YES,,
wn:6329165n,bn:00892042n,,canadian_classical_music,"In Canada, classical music includes a range of musical styles rooted in the traditions of Western or European classical music that European settlers brought to the country from the 17th century and onwards.",YES,,
wn:6329165n,bn:00892042n,,canadian_composition,"In Canada, classical music includes a range of musical styles rooted in the traditions of Western or European classical music that European settlers brought to the country from the 17th century and onwards.",YES,,
wn:6329165n,bn:00892042n,,canadian_compositions,"In Canada, classical music includes a range of musical styles rooted in the traditions of Western or European classical music that European settlers brought to the country from the 17th century and onwards.",YES,,
wn:6329165n,bn:00893909n,,afro-caribbean_music,Afro-Caribbean music is a broad term for music styles originating in the Caribbean from the African diaspora.,YES,,
wn:6329165n,bn:00893909n,,african-caribbean_music,Afro-Caribbean music is a broad term for music styles originating in the Caribbean from the African diaspora.,YES,,
wn:6329165n,bn:00893909n,,afro-carribean_music,Afro-Caribbean music is a broad term for music styles originating in the Caribbean from the African diaspora.,YES,,
wn:7026920n,bn:00894995n,,software_synthesizer,"A software synthesizer, also known as a softsynth or software instrument, is a computer program or plug-in that generates digital audio, usually for music.",YES,,
wn:7026920n,bn:00894995n,,softsynth,"A software synthesizer, also known as a softsynth or software instrument, is a computer program or plug-in that generates digital audio, usually for music.",YES,,
wn:7026920n,bn:00894995n,,midi_to_mp3,"A software synthesizer, also known as a softsynth or software instrument, is a computer program or plug-in that generates digital audio, usually for music.",YES,,
wn:1230350v,bn:00894995n,,software_synthesiser,"A software synthesizer, also known as a softsynth or software instrument, is a computer program or plug-in that generates digital audio, usually for music.",YES,,
wn:1230350v,bn:00894995n,,software_synth,"A software synthesizer, also known as a softsynth or software instrument, is a computer program or plug-in that generates digital audio, usually for music.",YES,,
wn:1230350v,bn:00894995n,,software_synthesizers,"A software synthesizer, also known as a softsynth or software instrument, is a computer program or plug-in that generates digital audio, usually for music.",YES,,
wn:2787622n,bn:00894995n,,microsoft_gs_wavetable_sw_synth,"A software synthesizer, also known as a softsynth or software instrument, is a computer program or plug-in that generates digital audio, usually for music.",YES,,
wn:2787622n,bn:00894995n,,soft_synth,"A software synthesizer, also known as a softsynth or software instrument, is a computer program or plug-in that generates digital audio, usually for music.",YES,,
wn:2787622n,bn:00894995n,,software_instruments,"A software synthesizer, also known as a softsynth or software instrument, is a computer program or plug-in that generates digital audio, usually for music.",YES,,
wn:2424486n,bn:00894995n,,softsynths,"A software synthesizer, also known as a softsynth or software instrument, is a computer program or plug-in that generates digital audio, usually for music.",YES,,
wn:2424486n,bn:00895123n,,xylorimba,The xylorimba is a pitched percussion instrument corresponding to a xylophone with an extended range.,YES,,
wn:11295464n,bn:00895123n,,marimba-xylophone,The xylorimba is a pitched percussion instrument corresponding to a xylophone with an extended range.,YES,,
wn:11295464n,bn:00895123n,,xylo-marimba,The xylorimba is a pitched percussion instrument corresponding to a xylophone with an extended range.,YES,,
wn:11295464n,bn:00895218n,,developing_variation,"In music composition, developing variation is a formal technique in which the concepts of development and variation are united in that variations are produced through the development of existing material.",YES,,
wn:11295464n,bn:00895778n,,digital_booklet,Digital booklets are the digital equivalent of liner notes that often accompany digital music purchases.,YES,,
wn:11295464n,bn:00896539n,,pakistani_hip_hop,Pakistani hip hop is a music genre in Pakistan influenced heavily from merging American hip hop style beats with Pakistani poetry.,YES,,
wn:11295464n,bn:00896539n,,pakistani_hip_hop_music,Pakistani hip hop is a music genre in Pakistan influenced heavily from merging American hip hop style beats with Pakistani poetry.,YES,,
wn:11295464n,bn:00896539n,,urdu_hip_hop,Pakistani hip hop is a music genre in Pakistan influenced heavily from merging American hip hop style beats with Pakistani poetry.,YES,,
wn:11295464n,bn:00896539n,,urdu_rap,Pakistani hip hop is a music genre in Pakistan influenced heavily from merging American hip hop style beats with Pakistani poetry.,YES,,
wn:11295464n,bn:00896539n,,punjabi_rap,Pakistani hip hop is a music genre in Pakistan influenced heavily from merging American hip hop style beats with Pakistani poetry.,YES,,
wn:11295464n,bn:00896539n,,pakistani_underground_music,Pakistani hip hop is a music genre in Pakistan influenced heavily from merging American hip hop style beats with Pakistani poetry.,YES,,
wn:11295464n,bn:00896539n,,punjabi_hip_hop,Pakistani hip hop is a music genre in Pakistan influenced heavily from merging American hip hop style beats with Pakistani poetry.,YES,,
wn:7043824n,bn:00896539n,,pakistani_rap,Pakistani hip hop is a music genre in Pakistan influenced heavily from merging American hip hop style beats with Pakistani poetry.,YES,,
wn:7043824n,bn:00896539n,,sindhi_hip_hop,Pakistani hip hop is a music genre in Pakistan influenced heavily from merging American hip hop style beats with Pakistani poetry.,YES,,
wn:1725933n,bn:00897213n,,ugabhoga,"The term ugabhoga refers to a type of vocal piece in Carnatic music, in which the artist elaborates the treatment of raga characteristics through freestyle verses with or without tala.",YES,,
wn:1725933n,bn:00897213n,,ugaabogas,"The term ugabhoga refers to a type of vocal piece in Carnatic music, in which the artist elaborates the treatment of raga characteristics through freestyle verses with or without tala.",YES,,
wn:1725933n,bn:00897213n,,ugaboga,"The term ugabhoga refers to a type of vocal piece in Carnatic music, in which the artist elaborates the treatment of raga characteristics through freestyle verses with or without tala.",YES,,
wn:1725933n,bn:00897213n,,ugabogas,"The term ugabhoga refers to a type of vocal piece in Carnatic music, in which the artist elaborates the treatment of raga characteristics through freestyle verses with or without tala.",YES,,
wn:1725933n,bn:00897213n,,ughabogas,"The term ugabhoga refers to a type of vocal piece in Carnatic music, in which the artist elaborates the treatment of raga characteristics through freestyle verses with or without tala.",YES,,
wn:1725933n,bn:00897213n,,ughaboga,"The term ugabhoga refers to a type of vocal piece in Carnatic music, in which the artist elaborates the treatment of raga characteristics through freestyle verses with or without tala.",YES,,
wn:3482128n,bn:00897213n,,ugabhogas,"The term ugabhoga refers to a type of vocal piece in Carnatic music, in which the artist elaborates the treatment of raga characteristics through freestyle verses with or without tala.",YES,,
wn:3482128n,bn:00898369n,,electronic_body_music,Electronic body music is a genre of electronic music that combines elements of industrial music with dance music.,YES,,
wn:1452546v,bn:00898369n,,industrial_dance,Electronic body music is a genre of electronic music that combines elements of industrial music with dance music.,YES,,
wn:1452546v,bn:00898369n,,ebm,Electronic body music is a genre of electronic music that combines elements of industrial music with dance music.,YES,,
wn:1452546v,bn:00898369n,,indust_dance,Electronic body music is a genre of electronic music that combines elements of industrial music with dance music.,YES,,
wn:10737964n,bn:00898369n,,ebm_music,Electronic body music is a genre of electronic music that combines elements of industrial music with dance music.,YES,,
wn:10737964n,bn:00898369n,,industrial_dance_music,Electronic body music is a genre of electronic music that combines elements of industrial music with dance music.,YES,,
wn:6591815n,bn:00898369n,,old-school_ebm,Electronic body music is a genre of electronic music that combines elements of industrial music with dance music.,YES,,
wn:6591815n,bn:00898369n,,techno_body_music,Electronic body music is a genre of electronic music that combines elements of industrial music with dance music.,YES,,
wn:6591815n,bn:00898508n,,riddim,"Riddim is the Jamaican Patois pronunciation of the English word ""rhythm"".",YES,,
wn:6591815n,bn:00898508n,,bookshelf_riddim,"Riddim is the Jamaican Patois pronunciation of the English word ""rhythm"".",YES,,
wn:6591815n,bn:00898508n,,legal_riddim,"Riddim is the Jamaican Patois pronunciation of the English word ""rhythm"".",YES,,
wn:6591815n,bn:00902695n,,bridge,"In music, especially western popular music, a bridge is a contrasting section that prepares for the return of the original material section.",YES,,
wn:6591815n,bn:00902695n,,bridge_passage,"In music, especially western popular music, a bridge is a contrasting section that prepares for the return of the original material section.",YES,,
wn:526793n,bn:00902695n,,classical_bridge,"In music, especially western popular music, a bridge is a contrasting section that prepares for the return of the original material section.",YES,,
wn:526793n,bn:00902695n,,middle_eight,"In music, especially western popular music, a bridge is a contrasting section that prepares for the return of the original material section.",YES,,
wn:526793n,bn:00902695n,,musical_bridge,"In music, especially western popular music, a bridge is a contrasting section that prepares for the return of the original material section.",YES,,
wn:526793n,bn:00902695n,,musical_bridges,"In music, especially western popular music, a bridge is a contrasting section that prepares for the return of the original material section.",YES,,
wn:526793n,bn:00902686n,,tubular_bells,Tubular bells are musical instruments in the percussion family.,YES,,
wn:526793n,bn:00902686n,,tubular_bell,Tubular bells are musical instruments in the percussion family.,YES,,
wn:3122750a,bn:00902686n,,chimes,Tubular bells are musical instruments in the percussion family.,YES,,
wn:11095587n,bn:00902686n,,röhrenglocken,Tubular bells are musical instruments in the percussion family.,YES,,
wn:11095587n,bn:00902686n,,orchestral_chimes,Tubular bells are musical instruments in the percussion family.,YES,,
wn:11095587n,bn:00903900n,,string_trio,A string trio is a group of three string instruments or a piece written for such a group.,YES,,
wn:11095587n,bn:00903900n,,terzetto,A string trio is a group of three string instruments or a piece written for such a group.,YES,,
wn:11095587n,bn:00904696n,,toy_piano,"The toy piano, also known as the kinderklavier, is a small piano-like musical instrument.",YES,,
wn:11095587n,bn:00904696n,,toy_pianist,"The toy piano, also known as the kinderklavier, is a small piano-like musical instrument.",YES,,
wn:11095587n,bn:00904696n,,toy_piano_festival,"The toy piano, also known as the kinderklavier, is a small piano-like musical instrument.",YES,,
wn:9706029n,bn:00904927n,,hip_hop_soul,"Hip hop soul is a subgenre of contemporary R&B music, most popular during the early and mid 1990s, which fuses R&B, gospel or soul singing with hip hop musical production.",YES,,
wn:4049753n,bn:00904927n,,hip-hop_soul,"Hip hop soul is a subgenre of contemporary R&B music, most popular during the early and mid 1990s, which fuses R&B, gospel or soul singing with hip hop musical production.",YES,,
wn:3800371n,bn:00904927n,,rap_soul,"Hip hop soul is a subgenre of contemporary R&B music, most popular during the early and mid 1990s, which fuses R&B, gospel or soul singing with hip hop musical production.",YES,,
wn:3800371n,bn:00904927n,,hip-hop-soul,"Hip hop soul is a subgenre of contemporary R&B music, most popular during the early and mid 1990s, which fuses R&B, gospel or soul singing with hip hop musical production.",YES,,
wn:7061334n,bn:00904927n,,slow_bounce,"Hip hop soul is a subgenre of contemporary R&B music, most popular during the early and mid 1990s, which fuses R&B, gospel or soul singing with hip hop musical production.",YES,,
wn:7061334n,bn:00904927n,,hip_hop-soul,"Hip hop soul is a subgenre of contemporary R&B music, most popular during the early and mid 1990s, which fuses R&B, gospel or soul singing with hip hop musical production.",YES,,
wn:6969705n,bn:00904927n,,soul_hip_hop,"Hip hop soul is a subgenre of contemporary R&B music, most popular during the early and mid 1990s, which fuses R&B, gospel or soul singing with hip hop musical production.",YES,,
wn:6969705n,bn:00904927n,,hip-hop/soul,"Hip hop soul is a subgenre of contemporary R&B music, most popular during the early and mid 1990s, which fuses R&B, gospel or soul singing with hip hop musical production.",YES,,
wn:4431925n,bn:00908322n,,tropical_music,Tropical music is a category used in the music industry to denote Latin music from the Caribbean.,YES,,
wn:4542474n,bn:00908322n,,tropical,Tropical music is a category used in the music industry to denote Latin music from the Caribbean.,YES,,
wn:4536595n,bn:00908322n,,spanish_tropical,Tropical music is a category used in the music industry to denote Latin music from the Caribbean.,YES,,
wn:4536595n,bn:00908322n,,musica_tropical,Tropical music is a category used in the music industry to denote Latin music from the Caribbean.,YES,,
wn:1409374v,bn:00908322n,,música_tropical,Tropical music is a category used in the music industry to denote Latin music from the Caribbean.,YES,,
wn:1409374v,bn:00908751n,,bristol_underground_scene,"The Bristol underground scene, refers to a cultural movement in Bristol beginning in the early 1980s.",YES,,
wn:1409374v,bn:00908751n,,bristol_sound,"The Bristol underground scene, refers to a cultural movement in Bristol beginning in the early 1980s.",YES,,
wn:1409374v,bn:00908751n,,bristol_urban_culture,"The Bristol underground scene, refers to a cultural movement in Bristol beginning in the early 1980s.",YES,,
wn:1409374v,bn:00909755n,,block_chord,"A block chord is a chord or voicing built directly below the melody either on the strong beats or to create a four-part harmonized melody line in ""locked-hands"" rhythmic unison with the melody, as opposed to broken chords.",YES,,
wn:1409374v,bn:00909755n,,block_chords_and_broken_chords,"A block chord is a chord or voicing built directly below the melody either on the strong beats or to create a four-part harmonized melody line in ""locked-hands"" rhythmic unison with the melody, as opposed to broken chords.",YES,,
wn:1409374v,bn:00909755n,,shearing_voicing,"A block chord is a chord or voicing built directly below the melody either on the strong beats or to create a four-part harmonized melody line in ""locked-hands"" rhythmic unison with the melody, as opposed to broken chords.",YES,,
wn:1409374v,bn:00909755n,,block_chords,"A block chord is a chord or voicing built directly below the melody either on the strong beats or to create a four-part harmonized melody line in ""locked-hands"" rhythmic unison with the melody, as opposed to broken chords.",YES,,
wn:1409374v,bn:00911030n,,layali,"Layālī is a style of unmetered modal improvisation, based on a maqam, performed by a singing voice in Arabic music.",YES,,
wn:1409374v,bn:00911996n,,direct_to_disc_recording,Direct-to-disc recording refers to sound recording methods that bypass the use of magnetic tape recording and record audio directly onto analog disc masters.,YES,,
wn:1409374v,bn:00911996n,,direct-to-disc_recording,Direct-to-disc recording refers to sound recording methods that bypass the use of magnetic tape recording and record audio directly onto analog disc masters.,YES,,
wn:8289282n,bn:00912356n,,alternative_rock,Alternative rock is a category of rock music that emerged from the independent music underground of the 1970s and became widely popular in the 1990s.,YES,,
wn:8289282n,bn:00912356n,,alt-rock,Alternative rock is a category of rock music that emerged from the independent music underground of the 1970s and became widely popular in the 1990s.,YES,,
wn:1898769v,bn:00912356n,,alternative_music,Alternative rock is a category of rock music that emerged from the independent music underground of the 1970s and became widely popular in the 1990s.,YES,,
wn:2033868a,bn:00912356n,,alternative,Alternative rock is a category of rock music that emerged from the independent music underground of the 1970s and became widely popular in the 1990s.,YES,,
wn:2033868a,bn:00912356n,,alt_rock,Alternative rock is a category of rock music that emerged from the independent music underground of the 1970s and became widely popular in the 1990s.,YES,,
wn:2033868a,bn:00912356n,,alternative-rock,Alternative rock is a category of rock music that emerged from the independent music underground of the 1970s and became widely popular in the 1990s.,YES,,
wn:2033868a,bn:00912356n,,rock/alternative,Alternative rock is a category of rock music that emerged from the independent music underground of the 1970s and became widely popular in the 1990s.,YES,,
