wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?
,bn:00008173n,,balletomane,A ballet enthusiast,balletomane,YES
,bn:00076094n,,"tap_dancer, tapper",A dancer who sounds out rhythms by using metal taps on the toes and heels of the shoes,"ballerino_di_tip_tap, ballerina_di_tip_tap",YES
,bn:00073720n,,square_dancer,Someone who does square dancing,ballerino_di_square_dance,YES
,bn:00066773n,,reeler,A dancer of reels,"ballerino_di_reel, ballerina_di_reel",YES
,bn:00019905n,,clog_dancer,Someone who does clog dancing,"ballerino_di_clog_dance, ballerina_di_clog_dance ",YES
,bn:00301895n,,"backup_dancer, background_dancer, backing_dancer, back_up_dancer, backup_dancers",A backup dancer also known as background dancer is a performer who dances with or behind the lead performers in a live musical act or in a music video.,ballerina_di_backup,YES
,bn:00008164n,,"ballerina, danseuse",A female ballet dancer,"ballerina, danseuse",YES
,bn:00008168n,,"ballet_dancer, ballerina, ballet_dancers, prima_ballerinas, premier_sujet, primae_ballerinae, ballarina_dancer, coryphee, ballerinos, coryphée, ballerino, primera_bailarina, premiere_danseuse, absoluta, premier_danseur_noble, danseurs, assolutas, ballarina_dancers, sujet, ballerinas",A trained dancer who is a member of a ballet company,"ballerina, ballerino, primo_ballerino, prima_ballerina, ballerino_classico, ballerine, ballerini_balletto",YES
,bn:00058266n,,nude_dancing,Erotic dancing with little or no clothing,ballare_nudi,YES
,bn:00434146n,,"bandora, bandore, pandora",The bandora or bandore is a large long-necked plucked string-instrument that can be regarded as a bass cittern though it does not have the re-entrant tuning typical of the cittern.,"baldosa, bandora",YES
,bn:00819875n,,"balaban, yasti_balaban","Balaban, or balaman is cylindrical-bore, double-reed wind instrument about 35 centimetres long with eight finger holes and one thumb hole.",balaban,YES
,bn:00871044n,,"bajo_sexto, acordeón, bajo_quinto, bajo-sexto, sixth_bass",Bajo sexto is a Mexican string instrument from the guitar family with 12 strings in six double courses.,bajo_sexto,YES
,bn:00785696n,,baisha_xiyue,"Baisha xiyue is one of the two surviving forms of traditional music of the Naxi people of Lijiang, Yunnan Province, China, known as ""Naxi ancient music"".",baisha_xiyue,YES
,bn:00611683n,,"baião, baiao, baião_music","Baião is a Northeastern Brazilian music genre and dance style based on a syncopated duple meter rhythm, based around the pulse of the zabumba, a flat, double-headed bass drum played with a mallet in one hand and a stick in the other, each striking the opposite head of the drum for alternating high and low notes, frequently accompanied by an accordion and a triangle pattern.",baião,YES
,bn:00432640n,,"baglamas, baglamás, baglamadaki, baglama, mpaglamas","For the instrument used in Turkish music, see Bağlama.",baglamas,YES
,bn:00028912n,,drumstick,A stick used for playing a drum,bacchetta,YES
,bn:00011620n,,bluster,Noisy confusion and turbulence,baccano,YES
,bn:00007635n,,babel,A confusion of voices and other sounds,"babele, babilonia",YES
,bn:00029420n,,earplug,An earphone that is inserted into the ear canal,"auricolari, tappi_per_le_orecchie",YES
,bn:00007124n,,"auditorium, auditoriums, auditoria, auditorium_site, imperial_box, screens, continental_seating",The area of a theater or concert hall where the audience sits,"auditorium, sala, auditorio, sala_da_concerto, platea, aule_magne, sala_concerti, sala_teatrale, palco_reale",YES
,bn:00007109n,,audiocassette,A cassette for audiotape,"audiocassetta, audiocassette",YES
,bn:00007104n,,audio,The sound elements of television,audio ,YES
,bn:00006998n,,"attack, tone-beginning",A decisive manner of beginning a musical tone or phrase,attacco,YES
,bn:00946367n,,askomandoura,"Askomandoura is a type of bagpipe played as a traditional instrument on the Greek island of Crete, similar to the tsampouna.",askomandoura,YES
,bn:00571741n,,"revivalist_artist, revivalist_band, revivalist_act","A revivalist artist or revivalist band is a musical group, singer, or musician dedicated to reviving interest in a musical genre from an earlier era.","artista_revivalista, gruppo_revivalista",YES
,bn:00006186n,,artiste,A public performer (a dancer or singer),artista,YES
,bn:00043022n,,harmonics,The study of musical sound,"armoniche, armonia",YES
,bn:00842245n,,"richter-tuned_harmonica, blues_harp, richter_tuned_harmonica, blues_harmonica, 10-hole_harmonica, harmonica_blues","The Richter-tuned harmonica, or 10-hole harmonica or blues harp, is the most widely known type of harmonica.","armonica_blues, blues_armonica",YES
,bn:00043021n,,"harmonica, mouth_organ, french_harp, mouth_harp, harp, blues_harp, mouth_organs, harmonica/diatonic_harmonica, harmonica_holder, mundharmonika, tin_sandwich, armonica_a_bocca, harmonica_rack, overbending, bass_harmonica, moothie, aeolina",A small rectangular free-reed instrument having a row of free reeds set back in air holes and played by blowing into the desired hole,"armonica_a_bocca, armonica, organo_a_bocca, armonica_da_bocca, organi_a_bocca, armonicista, bocca_arpa",YES
,bn:00043015n,,"harmonic, natural_harmonic, harmonic_frequency, flageolet_tone, flageolet-note, upper_partial, flageolet_tones, harmonic_partial, harmonic_wave, natural_harmonics, partial, overtone, harmonic_waves",A tone that is a component of a complex sound,"armonica, generazione_di_seconda_armonica, componenti_armoniche_in_un_segnale",YES
,bn:00043030n,,harmony,An agreeable sound property,armonia,YES
,bn:00954734n,,"harmolodics, harmolodic, harmolodic_theory, harmolodics_records, harmelodics","Harmolodics is the musical philosophy and compositional/improvisational method of jazz saxophonist Ornette Coleman, whose work following this philosophy during the late 1970s and 1980s inspired a style of free-thinking jazz funk known as harmolodic funk.",armolodia,YES
,bn:00532898n,,"concert_aria, concert_arias","A concert aria is normally a free-standing aria or opera-like scene composed for singer and orchestra, written specifically for performance in concert rather than as part of an opera.",aria_da_concerto,YES
,bn:00870001n,,"arena_rock, corporate_rock, stadium_rock, 1960s_aor, anthem_rock, 1970s_stadium_rock, a.o.r._-_adult_oriented_rock, 1970s_aor, pomp_rock, arena-rock, melodic_hard_rock, 1960s_album-oriented_rock, 1960s_arena_rock, 1970s_arena_rock, 1960s_stadium_rock",Arena rock is a style of rock music that originated in the mid-1970s.,"arena_rock, corporate_rock, anthem_rock, stadium_rock, pomp_rock, rock_arena, rock_da_stadio, hard_rock_melodico",YES
,bn:00034257n,,"fiddlestick, violin_bow",A bow used in playing the violin,"arco_del_violino, archetto_del_violino",YES
,bn:00012472n,,bow,A stroke with a curved piece of wood with taut horsehair strands that is used in playing stringed instruments,"arco, archetto",YES
,bn:00012483n,,"string, bowed_stringed_instrument, bowed_string_instrument, bowed_instrument, bowed, bowed_strings, bowed_instruments",Stringed instruments that are played with a bow,"archi, strumenti_ad_arco, strumenti_musicali_ad_arco, strumento_ad_arco, strumenti_a_corda, arco_strumento_a_corda",YES
,bn:00012466n,,"bow, bow_technique, french_bow, abstrich, aufstrich, bowing_technique, german_bow, talon",A slightly curved piece of resilient wood with taut horsehair strands; used in playing certain stringed instruments,"archetto, arco, archetteria, archettaio, arco_francese, arco_tedesco",YES
,bn:00012492n,,bowing,Managing the bow in playing a stringed instrument,"archeggio, arcata",YES
,bn:00005256n,,"arabesque, arabesque_penché, arabesque_penchée",Position in which the dancer has one leg raised behind and arms outstretched in a conventional pose,arabesque,YES
,bn:00262716n,,arabesque,The arabesque is a type of music which uses melodies to create the atmosphere of Arabic architecture.,arabesque,YES
,bn:00584576n,,"appropriation, cultural_appropriation_in_western_music, musical_appropriation","In music, appropriation is the use of borrowed elements in the creation of a new piece.","appropriazione, appropriazione_musicale, appropriazione_culturale_nella_musica_occidentale",YES
,bn:00709554n,,"vocal_learning, go:0042297","Vocal learning is the ability to modify acoustic and syntactic sounds, acquire new sounds via imitation, and produce vocalizations.",apprendimento_vocale,YES
,bn:00007126n,,auditory_apparatus,All of the components of the organ of hearing including the outer and middle and inner ears,apparato_uditivo,YES
,bn:00533200n,,apala,"Apala is a music genre originally developed by the Yoruba people of Nigeria, during the country's history as a colony of the British Empire.",apala,YES
,bn:00004827n,,"apache_dance, apache, la_danse_apache, apache_turn, tough_dance, bowery_waltz",A violent fast dance in French vaudeville (an apache is a member of the French underworld),"apache, danse_apache, danza_apache, apache_danza",YES
,bn:00004715n,,"antiphonary, antiphonal, antiphonaries, antiphoner, vesperale_romanum, antiphonel",Bound collection of antiphons,"antifonario, antifonale",YES
,bn:00301142n,,antara,Antarā is the equivalent of a verse in Hindustani classical music.,antara,YES
,bn:00343252n,,ankle_knee_step,The ankle knee step is a type of high step used by marching bands.,ankle_knee_step,YES
,bn:00004083n,,"angelus_bell, angelus",The sound of a bell rung in Roman Catholic churches to announce the time when the Angelus should be recited,"angelus, campana_dell'_angelus",YES
,bn:00067875n,,"ring_dance, circle_dance, round_dance, sacred_circle_dance, ringdance, chain_dance",A folk dance; dancers form a circle,"anello_di_danza, danza_in_cerchio",YES
,bn:00004023n,,anechoic_chamber,A chamber having very little reverberation,"anecoica, camera_anecoica",YES
,bn:00670739n,,"andalusi_nubah, nawbah, arab-andalusian, nouba, andalusian_nubah, nubah, andalusi_nuba, nawba, andalusian_nawba, andalusi_nawba","Andalusī nūbah, also transliterated nūba, nūbā, or nouba, or in its classical Arabic form, nawba, nawbah, or nōbah, is a musical genre found in the North African Maghrib states of Morocco, Algeria, Tunisia, and Libya but, as the name indicates, it has its origins in Arabo-Andalusian music.",andalusi_nubah,YES
,bn:00036337n,,"free-reed, free_reed",A reed that does not fit closely over the aperture,ancia_libera,YES
,bn:00028401n,,double_reed,A pair of joined reeds that vibrate together to produce the sound in some woodwinds,ancia_doppia ,YES
,bn:00009412n,,"reed_instrument, reed, beating-reed_instrument",A musical instrument that sounds by means of a vibrating reed,"ancia, strumento_a_fiato_munito_di_ancia, canna, reed_strumento, battito-reed_strumento, strumento_ad_ancia",YES
,bn:00066757n,,"vibrating_reed, reed",A vibrator consisting of a thin strip of stiff material that vibrates to produce a tone when air streams over it,"ancia, linguetta, vibrante_canna",YES
,bn:00007105n,,"audio_amplifier, amplifier",An amplifier that increases the amplitude of reproduced sound,"amplificatore_audio, amplificatore, amplificatore_di_potenza",YES
,bn:00052135n,,love_lyric,The lyric of a love song,lirica_d'amore,YES
,bn:00528547n,,dresden_amen,The Dresden amen is a sequence of six notes sung by choirs during church services in the German state of Saxony since the beginning of the 19th century.,amen_di_dresda,YES
,bn:00805165n,,ambiophonics,"Ambiophonics is a method in the public domain that employs digital signal processing and two loudspeakers directly in front of the listener in order to improve reproduction of stereophonic and 5.1 surround sound for music, movies, and games in home theaters, gaming PCs, workstations, or studio monitoring applications.",ambiofonica,YES
,bn:00644344n,,environmentalism_in_music,"Environmentalism has occasionally been a topic in music, primarily since the 1940s.",ambientalismo_in_musica,YES
,bn:00052076n,,"loudspeaker, speaker, speaker_system, loudspeaker_system, speaker_unit, moving_coil_loudspeaker, loud-speaker, multi-driver_loudspeaker_system, electrodynamic_loudspeaker, multi-driver_speaker_system, loudspeaker_frame, hofmann's_iron_law, dynamic_speaker, loudspeakers, two-way_speaker, loud_speakers, 🕨, 🕪, 🕩, multi-driver_speaker_systems, speaker_spikes, cone_drivers, loud-speakers, speaker_noise, multi-driver_speakers, 2-way_speakers, 3-way_speakers, loud_speaker, refoam, 2-way_speaker, 🔈, 3-way_speaker, 4-way_speakers, dynamic_loudspeaker, field_coil_loudspeaker, 🔊, 🔉, loudspeaker_spikes, 4-way_speaker, frame",Electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance,"altoparlante, altoparlanti, cassa, amplificatore, diffusore_acustico, diffusore, autoparlante, sistema_di_altoparlanti, altoparlante_unità",YES
,bn:00062643n,,"pitch, musical_pitch, indefinite_pitch, indeterminate_pitch, music_pitch, definite_pitch",The property of sound that varies with variation in the frequency of vibration,"altezza, intonazione, passo, tono, timbro, basso, acutezza, suono_acuto, tono_musicale, tono_indefinito, tono_indeterminato, tono_definito",YES
,bn:00950977n,,"alternative_country, alt-country, insurgent_country, alt_country, country_gothic, alt.country, americana, hick_rock, twang_core, citygrass, alternative-country, alt._country, altcountry","Alternative country, or alternative country rock is a loosely defined subgenre of country rock, which includes acts that differ significantly in style from mainstream country music, mainstream country rock, and country pop.","alt-country, alternative_country, alt.country, country_alternativo",YES
,bn:00000968n,,"auditory_hallucination, acousma, paracusia, auditory_hallucinations, audio_hallucination, auditory_verbal_hallucinations, voice_hearing",Illusory auditory perception of strange nonverbal sounds,"allucinazione_uditiva, allucinazioni_uditive, paracusia, acusma, acousma",YES
,bn:00002829n,,allegro_con_spirito,Lively with spirit,allegro_con_spirito,YES
,bn:00013965n,,burglar_alarm,A loud warning signal produced by a burglar alarm,allarme_antifurto ,YES
,bn:00002201n,,air_alert,The warning signal that begins a period of preparation for an enemy air attack,allarme_aereo ,YES
,bn:00923833n,,"album_musical, album_musicals","An album musical is a type of recording that sounds like an original cast album but is created specifically for the recording medium and is complete entertainment product in itself, rather than just promoting or reflecting an existing or planned musical theatre production or revue.",album_musicale,YES
,bn:00415858n,,"charity_single, charity_record, benefit_record, benefit_single, charity_album, benefit_song, charity_song",A charity record is a song released by musicians with most or all proceeds raised going to a dedicated foundation or charity.,"album_beneficenza, album_di_beneficenza, disco_di_beneficienza, singolo_di_beneficienza, canzone_di_beneficienza",YES
,bn:00486039n,,"alboka, albogue","The Basque alboka, is a single-reed woodwind instrument consisting of a single reed, two small diameter melody pipes with finger holes and a bell traditionally made from animal horn.",alboka,YES
,bn:00012124n,,"booking_agent, booker",Someone who engages a person or company for performances,"agente_di_prenotazione, booker",YES
,bn:00839613n,,"african_popular_music, afropop, afrobeats, african_pop_music, afropop_music, afro_pop, afro-pop, afro_pop_music, african_pop","African popular music, like African traditional music, is vast and varied.","afropop, musica_popolare_africana, afro-pop, musica_pop_africana, pop_africano",YES
,bn:00071742n,,"single-reed_instrument, single_reed, single-reed_woodwind, reedpipes_with_single_reeds, single-reed, percussion_reed",A beating-reed instrument with a single reed (as a clarinet or saxophone),"aerofono_ad_ancia_semplice, ancia_semplice, singolo_strumento_ad_ancia, singola_canna, ad_ancia_singola_strumento, single-reed_legni",YES
,bn:00036338n,,"free-reed_instrument, free_reed_aerophone, reed_instrument, list_of_free_reed_instruments, free_reeds, sets_of_free_reeds, harmonica, free_reed_vibrator, free_reed_instrument, free-reed_aerophone, interruptive_free_reed_aerophone, plosive_free_reed_aerophone, displacement_free_reed_aerophone, harmonicum, reed_or_free_reed_aerophone",A wind instrument with a free reed,"aerofono_ad_ancia_libera, serie_di_aerofoni_ad_ancia_libera, ance_libere, ancia_libera_strumento",YES
,bn:00028357n,,"double_reed, double-reed_instrument, double_reed_instrument, reedpipes_with_quadruple_reeds, reedpipes_with_double_reeds",A woodwind that has a pair of joined reeds that vibrate together,"aerofoni_ad_ancia_doppia, strumento_ad_ancia_doppia",YES
,bn:00502849n,,adufe,"The adufe is a traditional square tambourine of Moorish origin, which is used in Portugal and Galicia.",adufe,YES
,bn:00001238n,,adagio,A slow section of a pas de deux requiring great skill and strength by the dancers,adagio,YES
,bn:00048882n,,keen,A funeral lament sung with loud wailing,acuto,YES
,bn:00583414n,,"musical_acoustics, physics_of_music, music_acoustics, acoustics_for_music, musical_acoustician","Musical acoustics or music acoustics is a multidisciplinary field that combines knowledge from physics, psychophysics, organology, physiology, music theory, ethnomusicology, signal processing and instrument building, among other disciplines.","acustica_musicale, fisica_della_musica, acustica_per_la_musica, ignegnere_acustico_musicale",YES
,bn:00000989n,,"acoustics, acoustical_science, acoustic_sensor, acoustical_data, acoustical, history_of_acoustics, acoustic_measurements_and_instrumentation, subdisciplines_of_acoustics, acustica, mechanical_radiation",The study of the physical properties of sound,"acustica, fisica_acustica, ingegnere_acustico, dati_acustici, storia_dell'acustica, strumentazione_e_misure_acustiche, sottodiscipline_dell'acustica",YES
,bn:00774296n,,"acousmatic_sound, visualized_sound, acousmatique, acousmatic",Acousmatic sound is sound that is heard without an originating cause being seen.,acusmatica,YES
,bn:00967206n,,acid_trance,Acid trance is a genre of trance music that emerged in the late 1980s and early 1990s focusing on using the acid sound.,"acid_trance, trance",YES
,bn:00070744n,,"seventh_chord, 7_chord, deminished_seventh_chord, augmented_augmented_seventh_chord, d♭7, major-minor_seventh, 7th_chord, seventh_chords, seven_chord",A triad with a seventh added,"accordo_di_settima, settima_di_dominante, accordo_di_settima_con_nona_bemolle, accordo_di_settima_maggiore, accordo_diminuito, accordo_semidiminuito, settima_dominante, quadriade, 7_di_dominante, accordo_di_settima_diminuita, accordi_di_settima",YES
,bn:00724075n,,"barre_chord, barr_chord, bar_chord, barr, barred_chord, barring, caged, diagonal_barre_chord, barre_chords, barré_chord, bar_chords","In music, a barre chord is a type of chord on a guitar or other stringed instrument, that the musician plays by using one or more fingers to press down multiple strings across a single fret of the fingerboard.","accordo_barré, barré, accordo_barrè, accordi_sbarra, accordi_barre",YES
,bn:00018745n,,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,"accordo, accordi_musicali, accordo_musicale, quintiade, sestiade, quadriade, settiade, eptiade, simbolo_accordo",YES
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,"accordatura, sintonizzazione, geto, accordature_aperte, accordatura_aperta, accordature_alternative, accordamento, sintonia",YES
,bn:00062211n,,"piano_tuner, tuner",Someone who tunes pianos,"accordatore, accordatore_di_pianoforti, accordatore_di_pianoforte",YES
,bn:00056889n,,"nasal_twang, twang",Exaggerated nasality in speech (as in some regional dialects),"accento_nasale, voce_nasale",YES
,bn:00000627n,,"accelerando, survivor",A gradually increasing tempo of music,accelerando,YES
,bn:00343054n,,"abc_notation, abc-notation, abc, abc_music_notation, .abc, chris_walshaw, .abh",ABC notation is a shorthand form of musical notation.,"abc, notazione_abc",YES
,bn:00013906n,,bunny_hug,A syncopated ballroom dance formerly popular in the US,"abbraccio_del_coniglio, bunny_hug",YES
,bn:00008597n,,"bark, dog_barking, woof, yelp, wuff, dog_bark",The sound made by a dog,"abbaio, abbaiare, bau_bau, bau",YES
,bn:00046216n,,in_time,In the correct rhythm,"a_tempo, nel_tempo",YES
,bn:00796621n,,"piano_four_hands, vier_händen, a_quattro_mani, piano_four-hands, four_hands, piano_4_hands, four_hand_piano, zu_vier_händen, vierhändig, piano, four-hand_piano, secondo, a_quatre_mains, quattro_mani, piano_four_hand, à_quatre_mains",Piano four hands is a type of piano duet involving two players playing the same piano simultaneously.,"a_quattro_mani, pianoforte_a_quattro_mani, quattro_mani",YES
,bn:00000132n,,"seventy-eight, 78, 78_rpm",A shellac based phonograph record that played at 78 revolutions per minute,"78, settantotto",YES
,bn:00295117n,,"thirty-two-bar_form, ballad_form, thirty-two_bar_form, 32_bar_song_form, compound_aaba_form, middle_8, middle_eight, 32-bar_form, 32_bar_song, american_popular_song_form, aaba_form, aaba_song_form, 32-measure_song, 32_bar_form","The 32-bar form, also known as the AABA song form, American popular song form and the ballad form, is a song structure commonly found in Tin Pan Alley songs and other American popular music, especially in the first half of the 20th century.","32-bar_forma, middle_eight, forma_aaba",YES
,bn:00214175n,,"2-step_garage, 2step_garage, 2_step_garage, dark_garage, two_step_garage, dark_2-step, dark_2step, new_dark_swing, two-step_garage","2-step garage, or simply 2-step, is a genre of electronic music and a subgenre of UK garage.","2-step_garage, 2-step, 2step_garage",YES
,bn:00168733n,,,סוגה מוזיקלית,,YES
,bn:00170437n,,,Чотириструнне банджо ,,YES
,bn:00485785n,,d_tuning,Optional.empty,,YES
,bn:00969454n,,"tro_u, tro_ou",0,"tro, tro_u",YES
,bn:00508839n,,"snapsvisa, snapsvisor",A snapsvisa is a traditional Scandinavian drinking song which is often sung before drinking a small shot of spirit that is called a snaps.,snapsvisa,YES
,bn:00010650n,,birdcall,A device for imitating a birdcall,richiamo_per_uccelli,YES
,bn:00011535n,,blue_murder,An extravagantly loud outcry,urlare_come_un_pazzo,YES
,bn:00014496n,,cackle,A loud laugh suggestive of a hen's cackle,"risata_sonora, risata_fragorosa",YES
,bn:00014827n,,"caller, caller-out, call, dance_caller",A person who announces the changes of steps during a dance,caller,YES
,bn:00017519n,,chair,A particular seat in an orchestra,,YES
,bn:00022692n,,corn_dance,A rain dance of Amerindians,corn_dance,YES
,bn:00024055n,,crow,The cry of a cock (or an imitation of it),,YES
,bn:00028892n,,drum,The sound of a drum,,YES
,bn:00028903n,,drumbeat,(military) the beating of a drum as a signal for lowering the flag at sundown,,YES
,bn:00042383n,,"horselaugh, ha-ha, haw-haw, hee-haw",A loud laugh that sounds like a horse neighing,,YES
,bn:00044650n,,honk,The cry of a goose (or any sound resembling this),,YES
,bn:00062590n,,piping,Playing a pipe or the bagpipes,,YES
,bn:00065451n,,pyrrhic,An ancient Greek dance imitating the motions of warfare,,YES
,bn:00066518n,,recessional,A hymn that is sung at the end of a service as the clergy and choir withdraw,,YES
,bn:00069406n,,savoyard,A person who performs in the operettas of Gilbert and Sullivan,savoyard,YES
,bn:00072001n,,skirl,The sound of (the chanter of) a bagpipe,,YES
,bn:00072406n,,snare,Strings stretched across the lower head of a snare drum; they make a rattling sound when the drum is hit,,YES
,bn:00072898n,,sound_bow,Contact (the part of a bell) against which the clapper strikes,,YES
,bn:00072952n,,sourdine,An organ stop resulting in a soft muted sound,,YES
,bn:00074112n,,"steam_whistle, schlomdinger",A whistle in which the sound is produced by steam; usually attached to a steam boiler,,YES
,bn:00074445n,,stopping,The kind of playing that involves pressing the fingers on the strings of a stringed instrument to control the pitch,,YES
,bn:00077115n,,thumbhole,The hole in a woodwind that is closed and opened with the thumb,,YES
,bn:00077127n,,thunderer,A noisemaker that makes a sound like thunder,,YES
,bn:00078728n,,twang,A sharp vibrating sound (as of a plucked string),,YES
,bn:00080427n,,waltzer,A dancer who waltzes,,YES
,bn:00158861n,,"čalgija, calgii, chalgia, calgija, calgia, calgiya, chalgii, chalgija, chalgiya, čalgii","Čalgija or Chalgiya is a Macedonian and Bulgarian music genre, which also is a subgenre of the old urban traditional folk music of North Macedonia and Bulgaria.","calgija, chalgiya",YES
,bn:00174961n,,"ching, chhing, chheng, ฉิ่ง",Ching are finger cymbals played in Cambodian and Thai theater and dance ensembles.,"ching, chhing",YES
,bn:00209143n,,"čoček, cocek, kyuchek, chochek, kyutchek",Čoček is a musical genre and dance that emerged in the Balkans during the early 19th century.,cocek,YES
,bn:00251673n,,oltului,"Oltului is a type of Romanian folk song, or Doina, sung near the area of the River Olt.",oltului,YES
,bn:00258220n,,"prison_rock, prison_song",Prison rock is music that came after the Northwest Wind trend in mainland China.,"prison_rock, rock_da_prigione, canzone_da_prigione",YES
,bn:00294414n,,"stock_sound_effect, stock_sound_effects","A stock sound effect is a prerecorded sound effect intended to be reused with an entertainment product, as opposed to creating a new and unique sound effect.",effetto_sonoro_di_serie,YES
,bn:00298858n,,"vibrator, slicer, boss_sl-20, boss_sl-20_slicer","A slicer is an effects unit which is similar to a vibrato, phaser, or autopan.",slicer,YES
,bn:00332053n,,hong_kong_musical_tongue_twister,A Hong Kong musical tongue twister is a melody rhyme that follow a musical tune.,scioglilingua_musicali_di_hong_kong,YES
,bn:00332292n,,cornkister,"A cornkister is a Doric song, generally a comic song, written during the late nineteenth or early twentieth centuries, in the tradition of the Bothy ballads.",cornkister,YES
,bn:00339859n,,recording_consciousness,Recording consciousness as described by Bennett,registrazione_della_coscienza,YES
,bn:00371769n,,livenka,"The livenka or Livenskaya garmoshka is a specific variety of accordion used in Russian folk music, specifically in the region around the town of Livny, from which the instrument takes its name.","livenka, livenskaya ",YES
,bn:00384089n,,"collegiate_a_cappella, collegiate_a_capela, collegiate_a-cappella, college_a_cappella, arch_sing, collegiate_acappella, collegiate_a_cappella_ensembles","Collegiate a cappella ensembles are college-affiliated singing groups, primarily in the United States and, increasingly, the United Kingdom and Ireland, that perform entirely without musical instruments.",,YES
,bn:00384385n,,"mexican_rock_music, rock_music_in_mexico, los_rebeldes_del_rock","Mexican rock music, often referred to in Mexico as rock nacional, originated in the 1950s.","musica_rock_messicana, musica_rock_in_messico, i_ribelli_del_rock",YES
,bn:00399972n,,"nuubaat, nuuba, nubat",Nuubaat is a form of Algerian classical music.,nuubaat,YES
,bn:00407374n,,"tune-family, tune_family, tune_families","In folk music a tune-family is, ""a seeming multiplicity of melodies,"" reducible, ""to a small number of 'models' or sets.""",famiglia_di_melodie ,YES
,bn:00431392n,,"ping-pong_recording, ping_pong_recording_technique, reduction_mixing, ping-pong_recording_technique",Ping-pong recording is a method of sound recording.,ping-pong_recording ,YES
,bn:00436256n,,hymn_concertato,"The Hymn concertato is a genre of hymn arrangement for choir in which varied treatments of stanzas are written out, all based on the familiar tune, and almost always ending with a verse for the congregation to join on.",hymn_concentrato,YES
,bn:00437917n,,"neotonality, neotonal, neotonalism","Neotonality is an inclusive term referring to musical compositions of the twentieth century in which the tonality of the common-practice period is replaced by one or several nontraditional tonal conceptions, such as tonal assertion or contrapuntal motion around a central chord.",neotonality ,YES
,bn:00503659n,,"briazkalnytsia, briazkaltsia, briazalnytsia",The briazkaltsia is a Ukrainian folk instrument consisting of copper or brass plates strung from a wire.,briazkalnytsia,YES
,bn:00503674n,,batih,The batih is a thick stick that is rhythmically tapped on the floor in some Ukrainian folkloric groups.,batih,YES
,bn:00573096n,,"vè, ve","Vè is a Vietnamese poetic and song form, most typical of northern Vietnam.",vè,YES
,bn:00601679n,,copula,With regard to early polyphony the term copula has a variety of meanings.,copula,YES
,bn:00607427n,,mata-kantiga,"Mata-kantiga is a Malay genre of music of Portuguese origin, very similar to other Portuguese folk music, like the Desgarrada, to Repente, Cururu and Trova.",mata-kantiga ,YES
,bn:00626514n,,"hiérodrame, hierodrame","Hiérodrame Gr. ἱερὀς, sacred and δρᾶμα, drama is a French musical work for two or more voices,with a plot drawn from the Bible.",,YES
,bn:00632510n,,"synthetic_chord, synthetic_chords, synthetic_music","In music theory and harmonic analysis, a synthetic chord is a made-up or non-traditional chord which cannot be analyzed in terms of traditional harmonic structures, such as the triad or seventh chord.","accordo_sintetico, musica_sintetic",YES
,bn:00633186n,,"cymbal_choke, choke_cymbal, choke_cymbals","In percussion, cymbal choke is a drum stroke or push which consists of striking a cymbal with a drum stick held in one hand and then immediately grabbing the cymbal with another hand, or more rarely, with the same hand.",soffocamento_del_piatto,YES
,bn:00636341n,,"smoking_concert, smoking_concerts","Smoking concerts were live performances, usually of music, before an audience of men only, popular during the Victorian era.",,YES
,bn:00637178n,,seraphine,"The seraphine is an early keyed wind instrument, something of a cross between a reed organ and an accordion, being more similar to the former.",,YES
,bn:00674929n,,"big_band_remote, big_band_remotes","A big band remote was a remote broadcast, popular on radio during the 1930s and 1940s, involving a coast-to-coast live transmission of a big band.",,YES
,bn:00711086n,,wordless_functional_analysis,Wordless functional analysis is a method of musical analysis developed in the 1950s by the Austrian-born British musician and writer Hans Keller.,analisi_funzionale_senza_parole,YES
,bn:00737478n,,kotar,A kotar is a type of prepared guitar with a sound reminiscent of the koto.,kotar,YES
,bn:00745738n,,sporting_song,"A Sporting Song is a folk-song which celebrates Fox hunting, Horse racing, Gambling and other recreations.",canzone_sportiva,YES
,bn:00753886n,,yuman_music,"Yuman music is the music of Yumans, a group of Native American tribes from what is now Southern California and Baja California.",musica_yuman,YES
,bn:00781959n,,"cântec_batrânesc, cantec_batranesc",Cântec batrânesc is a traditional form of ballad which originates from Romania.,"cântec_batrânesc, cantec_batranesc",YES
,bn:00817931n,,"dappan_koothu, tappaankuthu, dappankuthu, dappanguthu, tappankuthu, dappaankuthu, tapanguchi, dappaan_koothu",Dappan Koothu is a folk dance and music genre with an emphasis on percussion performed in the South Indian state of Tamil Nadu.,dappan_koothu,YES
