wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?
,bn:01856727n,,"bushi, bushi_musical_term",Bushi is a type of Japanese folk music genre.,"bushi, termine_musicale_bushi",YES
,bn:01621718n,,ca_din_tulnic,Ca din tulnic is a unique type of doina in which the melody resembles a type of Alpenhorn called the tulnic.,ca_din_tulnic,YES
,bn:01155919n,,"ca_trù, ca_tru, hat_a_dao, hat_noi, ca_trù_singing, hát_ả_đào","Ca trù, also known as hát cô đầu or hát nói, is a Vietnamese genre of musical storytelling performed by a featuring female vocalist, with origins in northern Vietnam.","ca_tru, ca_trù",YES
,bn:02441367n,,cabaletta,Cabaletta is a two-part musical form particularly favored for arias in 19th century Italian opera in the belcanto era until about the 1850s during which it was one of the era's most important elements.,cabaletta,YES
,bn:01589200n,,guitar_wiring,"Guitar wiring refers to the electrical components, and interconnections thereof, inside an electric guitar.",cablaggio_chitarra_elettrica,YES
,bn:02459947n,,cadence-lypso,Cadence-lypso is a fusion of cadence rampa from Haiti and calypso from Trinidad & Tobago that has also spread to other English speaking countries of the Caribbean.,cadence-lypso,YES
,bn:02505359n,,"drum_cadence, street_beat, street_cadence, marching_cadence","In music, a drum cadence or street beat is a work played exclusively by the percussion section of a modern marching band.","cadenza_tamburo, cadenza_militare",YES
,bn:01158674n,,cafehorn,The Cafehorn is a musical instrument created by classical musician Nicola Gomirato.,cafehorn,YES
,bn:02721897n,,"cajón_de_rumba, cajon_de_rumba, cajones_de_rumba, cajón",The cajones de rumba are wooden boxes used as rhythmic percussion instruments in some styles of Cuban rumba.,cajón_de_rumba,YES
,bn:02536094n,,calabash,"In African music, the calabash is a percussion instrument of the family of idiophones consisting of a half of a large calabash, which is struck with the palms, fingers, wrist or objects to produce a variety of percussive sounds.",calabash,YES
,bn:02228458n,,"calypsonian, chantwell","A calypsonian, originally known as a chantwell, is a musician from the anglophone Caribbean who sings songs of the calypso genre.","calypsonian, chantwell",YES
,bn:03120087n,,"cowbell, almglocken, cowbellist, alpine_bell, cowbells",The cowbell is an idiophone hand percussion instrument used in various styles of music including salsa and infrequently in popular music.,"campanaccio, cowbell, campanacci, campana_alpina",YES
,bn:01817023n,,"band_camp, music_camp","A band camp typically refers to a high school, college, or university marching band summer camp.","campeggio_musicale, campeggio_bandistico, band_camp",YES
,bn:01156885n,,"sampling, sample, music_sampling, music_sample, audio_sample, sample_library, sample_pack, musical_sample, audio_sampler, sampling_music, music_samples, audio_samples","In music, sampling is the reuse of a portion of a sound recording in another recording.","campione, campionamento, sample_musicale, sample_audio",YES
,bn:03234136n,,"field_holler, field_call, field_hollers, worksong, hollerin'","The field holler or field call is a mostly historical type of vocal music sung by field slaves in the United States to accompany their tasked work, to communicate usefully, or to vent feelings.","campo_urla, campo_holler",YES
,bn:02102153n,,"campursari, campur_sari","Campursari or Javanese Pop in Indonesian refers to a crossover of several contemporary Indonesian music genres, mainly Javanese Langgam Jawa and Dangdut.",campursari,YES
,bn:02836857n,,background_singer,Optional.empty,"cantante_sfondo_accreditato, corista_accreditato",YES
,bn:02763040n,,"christmas_cantata, nativity_cantata, weihnachtskantate","A Christmas cantata or Nativity cantata is a cantata, music for voice or voices in several movements, for Christmas.",cantata_di_natale,YES
,bn:02856978n,,"commercium_song, commercium_book, commercium_songs, student_song",Commercium songs are traditional academic songs that are sung during academic feasts: commercia and tablerounds.,"canti_studenteschi, canzone_studentesca, canto_studentesco, inni_studenteschi, canzoni_studentesche, inno_studentesco, canzone_commercium",YES
,bn:03158245n,,"cantu_a_tenore, mea'oke, tenores, canto_a_tenore, a_tenore","The cantu a tenòre or canto a tenore in Italian is a style of polyphonic folk singing characteristic of the island of Sardinia, particularly the region of Barbagia, though some other Sardinian sub-regions bear examples of such tradition.","canto_a_tenore, canto_a_tenores, cantu_a_tenore, tenores, canto_sardo_a_tenore, cantanti_a_tenore",YES
,bn:01183226n,,"carnival_song, canto_carnascialesco, carnival_songs, canti_carnascialeschi","A carnival song or canto carnascialesco was a late fifteenth- and early sixteenth-century song used to celebrate the carnival season in Florence, mainly the weeks preceding Lent and the Calendimaggio, which lasted from May 1 to June 24.","canto_carnescialesco, canto_carnevalesco, canzone_carnevalesca, canto_carnacialesco, canti_carnascialeschi, canti_carnacialeschi, canti_carnevaleschi",YES
,bn:02526481n,,"praise_and_worship_music, contemporary_worship_music, praise_&_worship, contemporary_worship_song, lovsang, worship_music, praise_music, contemporary_christian_worship_music, contemporary_worship_songs, christian_worship_music, worship_song, praise_song, worship, praise_chorus, worship_songs","Contemporary worship music, also known as praise and worship music, is a defined genre of Christian music used in contemporary worship.","canto_di_lode, musica_sacra, musica_sacra_contemporanea",YES
,bn:02543021n,,phonetical_singing,"Phonetical singing is singing by learning and performing the lyrics of a song by the words' phonetic sounds, without necessarily understanding the content of the lyrics, for example an artist who performs in Spanish even though they may not be proficient in the language.",canto_fonetico,YES
,bn:02556018n,,canto_livre,"Canto livre is a kind of music with roots in Alentejo music, predominantly inspired by political messages, in particular from left-wing thinkers.","canto_livre, canto_libero_di_alentejo",YES
,bn:03073901n,,"catchiness, catchy, catchy_songs, catchy_music","Catchiness is how easy it is for one to remember a song, tune or phrase.","canzone_catchy, catchiness, musica_catchy, musica_orecchiabile",YES
,bn:02617855n,,"school_campus_song, campus_folk_song, taiwanese_folk_rock, campus_folk_rock, taiwanese_campus_folk_songs, taiwan_campus_folk_song, taiwanese_campus_folk_song","Taiwan campus folk song, campus folk song, or campus folk rock is a genre of Taiwanese Music with its roots as student songs in the campuses of Taiwanese universities during the 1970s.","canzone_da_campus_del_taiwan, canzone_del_campus_della_scuola, folk_rock_taiwanese, folk_rock_del_campus, canzone_folk_del_campo_taiwanese",YES
,bn:01429239n,,"art_song, artsong, composizione_da_camera, art_songs, composizioni_da_camera","An art song is a vocal music composition, usually written for one voice with piano accompaniment, and usually in the classical art music tradition.","canzone_d'arte, canzone_artistica, art_song, canzoni_d'arte",YES
,bn:01660920n,,"protest_song, complaint_rock, protest_music, rebel_anthem, social_protest_music, message_song, protest_songs, songs_of_protest",A protest song is a song that is associated with a movement for social change and hence part of the broader category of topical songs.,"canzone_di_protesta, rock_di_protesta, musica_di_protesta, inno_ribelle, musica_di_protesta_sociale, canzone_con_messaggio, canzoni_di_protesta",YES
,bn:03113006n,,"italian_popular_music, popular_music_in_italy, popular_music_of_italy, italian_pop_music, musica_leggera","The expression Italian popular music refers to the musical output which is not usually considered academic or Classical music but rather have its roots in the popular traditions, and it may be defined in two ways: it can either be defined in terms of the current geographical location of the Italian Republic with the exceptions of the Germanic South Tyrol and the eastern portion of Friuli Venezia Giulia; alternatively, it can be defined as the music produced by all those people who consider themselves as Italians and openly or implicitly refer to this belief.","canzone_italiana, musica_popolare_italiana, musica_popolare_in_italia, musica_leggera, musica_pop_italiana",YES
,bn:02248368n,,"novelty_song, novelty_music, musical_novelty, novelty_single, novelty_hit, novelty_record","A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.","canzone_novità, novelty_song",YES
,bn:03086320n,,"peyote_song, peyote_songs, peyote_music","Peyote songs are a form of Native American music, now most often performed as part of the Native American Church.","canzone_peyote, musica_peyote",YES
,bn:03089828n,,"folk_music_of_england, music_of_england, english_folk_music, east_anglian_music, timeline_of_trends_in_music_from_the_united_kingdom, english_folk_song, traditional_music_of_england, west_country_music, english_folk, english_folk-song, music_of_the_west_country, cockney_music","The folk music of England is a tradition-based music, which has existed since the later medieval period.","canzone_popolare_inglese, musica_folk_inglese, musica_folk_dell'inghilterra, musica_dell'anglia_orientale, cronologia_dei_trend_nella_musica_del_regno_unito, musica_tradizionale_dell'inghilterra, musica_west_country",YES
,bn:02371178n,,repeat_after_me_song,A repeat after me song is a type of song where a leader sings a verse followed by the audience repeating what he/she says.,"canzone_repeat_after_me, canzone_ripetiamo_assieme",YES
,bn:03044573n,,yiddish_song,"Yiddish song is a general description of several genres of music sung in Yiddish which includes songs of Yiddish theatre, Klezmer songs, and ""Yiddish art song"" after the model of the German Lied and French mélodie.",canzone_yiddish,YES
,bn:02447073n,,"melodics, melodik","Melodics is the features of melody that are characteristic for a particular style, period, or group of composers, e.g. baroque melodics, the melodics of Frédéric Chopin's compositions.",caratteristiche_melodiche,YES
,bn:01715127n,,"music_publisher, music_publishing_company, publisher_of_sheet_music","In the music industry, a music publisher is responsible for ensuring the songwriters and composers receive payment when their compositions are used commercially.","casa_editrice_musicale, editore_musicale, editore_di_spartiti",YES
,bn:03083153n,,"cassation, kassation",Cassation is a minor musical genre related to the serenade and divertimento.,cassazione,YES
,bn:01217628n,,"cassette_single, cassette_maxi_single, cassete_single, mc_single, cassingle, maxi_cassette_single","A cassette single, also known by the trademark cassingle, or capitalised as the trademark Cassette Single, is a music single supplied in the form of a Compact Cassette.",cassingle,YES
,bn:02365030n,,music_catalog,"In the music industry, a collection of musical compositions is cataloged into a music catalog.",catalogo_musicale,YES
,bn:02631465n,,"thematic_catalogue, thematic_catalog, catalog_of_works, catalog_of_composer's_works, music_index_system, catalogue_of_musical_compositions, composition_indexing_system, catalog_of_composer's_compositions, music_cataloguing_system, music_numbering_system, index_to_musical_works, catalogue_of_works, composition_numbering_system, index_of_composer's_works, index_of_musical_compositions, catalog_of_compositions, music_index, composer's_catalogue, index_of_a_composer's_works, index_to_a_composer's_works, catalogue_of_compositions, composition_numbering, catalog_of_a_composer's_compositions, music_indexing_system, composer_catalogue, index_of_a_composer's_compositions, index_of_compositions, index_to_musical_compositions, catalog_of_musical_compositions, catalogue_of_composer's_compositions, directory_of_works, catalog_of_a_composer's_works, catalogue_of_a_composer's_works, composer_indexing_system, composition_cataloguing_system, musical_composition_catalog, composition_index, index_of_composer's_compositions, index_to_a_composer's_compositions, composition_index_system, catalogue_of_a_composer's_compositions, catalog_of_musical_works, catalogue_of_composer's_works, composer_cataloguing_system, index_of_musical_works, catalogue_of_musical_works",A thematic catalogue is an index used to identify musical compositions through the citation of either the opening notes or main theme of the work.,"catalogo_musicale, catalogo_tematico, catalogo_di_opere, catalogo_delle_opere_dei_compositori, catalogo_delle_composizioni_musicali",YES
,bn:01382957n,,"cd_single, compact_disc_single, cd-single, 3""_cd_single, cd, cd_singles, 3-inch_cd_single, mini_compact_disc_single, c.d._single",A CD single is a music single in the form of a compact disc. The standard in the Red Book for the term CD single is an 8 cm CD.,"cd_singolo, cd_single, singolo_compact_disc",YES
,bn:02293087n,,"celempungan, celempung","Celempungan is a Sundanese musical genre that includes several musical instruments such as Kacapi, Kendang, Goong/Gong, and Suling or Rebab, and Juru Kawih.",celempungan,YES
,bn:02427719n,,celtic_fusion,"Celtic fusion is an umbrella term for any modern music which incorporates influences considered ""Celtic"", or Celtic music which incorporates modern music.","celtic_fusion, fusion_celtico",YES
,bn:02499335n,,"celtic_punk, irish_punk, jig_punk, paddy_punk, celtcore",Celtic punk is punk rock mixed with traditional Celtic music.,"celtic_punk, paddybeat, celtcore, punk_irlandese",YES
,bn:02091210n,,"çeng, ceng",The çeng is a Turkish harp.,çeng,YES
,bn:02046557n,,"cent, iring, centitone, musical_cent, iring_unit",The cent is a logarithmic unit of measure used for musical intervals.,"cent, centesimo_di_semitono, cts, millesimo_di_ottava",YES
,bn:02431448n,,"record_certification, album_certification, music_recording_certification, music_recording_sales_certification, music_sales_certification, music_certification, recording_certification","Music recording certification is a system of certifying that a music recording has shipped, sold, or streamed a certain number of units.","certificazione_delle_vendite_di_dischi_musicali, record_certification",YES
,bn:01741284n,,"chácara, chacara, cháracas, characas","For the style of bags made by some indigenous people in Panama, see Ngobe-Bugle Chácaras are a type of castanets from the Canary Islands.","chácara, cháracas",YES
,bn:02962081n,,"chalumeau, chalumeaux, mock_trumpet, pocket_clarinet, shalumo, chalameau",The chalumeau is a single-reed woodwind instrument of the late baroque and early classical eras.,"chalumeau, salmoè",YES
,bn:02469821n,,chamarrita,"Chamarrita can refer to two different types of music and dance, one from the Azores in Portugal and one from the Rio de la Plata littoral region in northern Argentina, Uruguay, and southern Brazil.",chamarrita,YES
,bn:02647323n,,"changüí, changui, changuí","Changüí is a style of Cuban music which originated in the early 19th century in the eastern region of Guantánamo Province, specifically Baracoa.",changui,YES
,bn:02791512n,,chanking,"Chanking is a guitar performance technique in funk music that involves both ""choking"" the guitar neck and strumming the strings percussively to create a distinctive-sounding riff commonly associated with the genre.","chanking, tecnica_chanking",YES
,bn:03139730n,,"chanson, chanson_française, medieval_chanson, renaissance_chanson, chansons, modern_chanson, mama_olangi_wosho, chansonnier, chansonnière, chansonette","A chanson is in general any lyric-driven French song, usually polyphonic and secular.","chanson, canzona_francese, chansons, chanson_medievale, chanson_rinascimentale, chanson_moderna",YES
,bn:03082835n,,"russian_chanson, russian_shanson, shanson","Russian chanson is a neologism for a musical genre covering a range of Russian songs, including city romance songs, author song performed by singer-songwriters, and blatnaya pesnya or ""criminals' songs"" that are based on the themes of the urban underclass and the criminal underworld.","chanson_russa, shanson",YES
,bn:02443990n,,"chap, chhap",A chap or chhap is a percussion instrument.,chap,YES
,bn:02455475n,,"character_piece, charakterstück",A character piece is a musical composition which is relatively brief and is expressive of a specific mood or non-musical idea.,charakterstück,YES
,bn:02993918n,,charanga,A Charanga is a small amateur marching band with wind and percussion instruments that plays festivals mainly in Northern Spain and the Valencian Community.,charanga,YES
,bn:02378812n,,chaubola,"Chaubola is a quatrain meter in the poetry of North India and Pakistan, often employed in folk songs.",chaubola,YES
,bn:01806224n,,"chengila, cennala","The chengila, or cennala, is an Indian gong which helps the traditional singer or dancer keep time.","chengila, cennala",YES
,bn:01289447n,,chiaroscuro_singing,"Chiaroscuro is part of bel canto, an originally Italian classical singing technique in which a brilliant sound referred to as squillo is coupled with a dark timbre called scuro.","chiaroscuro, canto_chiaroscuro",YES
,bn:03196769n,,"key, musical_instrument_key, flute_key, piano_key",A key is a specific part of a musical instrument.,"chiave, chiave_di_strumento, chiave_del_flauto, chiave_del_piano",YES
,bn:02335148n,,chiba,Chiba is a Chinese vertical end-blown flute and one type of xiao.,"chiba, chiba_cinese",YES
,bn:01503091n,,"chicago_house, classic_house, chicago_house_music",Chicago house refers to house music produced during the mid to late 1980s within Chicago.,"chicago_house, house_di_chicago, musica_house_di_chicago",YES
,bn:02559715n,,chikara,"The chikara is a bowed stringed musical instrument from India, used to play indian folk music.",chikara,YES
,bn:01368277n,,"chillout, chill_out, chill-out_music, chill-out, chillout_music, chill_music, chill_out_music, lofi_hip_hop_music, chillhop, lo-fi_hip-hop_music, lofi_hip_hop, flamenco_chill, lo-fi_rap, lo-fi_hip_hop, down-tempo_chill_music",Chill-out is a loosely defined form of popular music characterized by slow tempos and relaxed moods.,"chillout, chill-out, chill_out, chillhop, musica_chill-out, musica_chillout, lo-fi, musica_lo-fi, ",YES
,bn:01894017n,,"chill_wave, chillwave",Chillwave is a music microgenre that emerged in the late 2000s.,chillwave,YES
,bn:02303107n,,"twelve-string_guitar, 12_string_guitar, 12-string_guitar, 12_string_acoustic, twelve_string_guitar, 12_string, twelve-string_guitars, twelve-string_electric_guitar, twelve_string_guitars, 12-string_acoustic_guitar, 12-string_guitars, electric_12-string_guitar, twelve_guitar, electric_twelve_string_guitar, 12-string","The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.","chitarra_a_dodici_corde, chitarra_a_12_corde, chitarra_12_corde, chitarre_a_12_corde, dodici_corde",YES
,bn:02630689n,,travel_guitar,Travel guitars are small guitars with a full or nearly full scale-length.,chitarra_da_viaggio,YES
,bn:01074693n,,dojo,The dojo is a hybrid instrument designed as a cross between the Dobro-style guitar and the banjo.,chitarra_dojo,YES
,bn:03085179n,,"double_neck_guitars, multi-neck_guitar, double_neck_guitar, muilty_necked_bass_guitar, 6/12-string_guitar, doubleneck, double-neck_guitars, double-neck, multi-necked_bass_guitar, doubleneck_guitar, twin-neck_guitar, double_necked_guitar, double-necked_guitars, double-headed_guitar, double_guitar, 12/6-string_guitar, 18-string_guitar, quad_guitar, double-neck_guitar",A multi-neck guitar is a guitar that has multiple fingerboard necks.,"chitarra_multi-manico, chitarra_a_doppio_manico, chitarra_doppio_manico",YES
,bn:01410919n,,"octave_twelve, mando-guitar",An octave twelve is a type of 12-string guitar fitted with a short-scale neck and a small solid body.,"chitarra_octave_twelve, octave_twelve",YES
,bn:01615100n,,"parlor_guitar, parlour_guitar, parlor-style_guitar, palor_guitars",Parlor or parlour guitar usually refers to a type of acoustic guitar smaller than a Size No.0 Concert Guitar by C. F. Martin & Company.,"chitarra_parlor, chitarra_parlour, chitarre_parlor",YES
,bn:02014173n,,"rhythm_guitar, second_guitar","In music performances, rhythm guitar is a technique and role that performs a combination of two functions: to provide all or part of the rhythmic pulse in conjunction with other instruments from the rhythm section ; and to provide all or part of the harmony, i.e. the chords from a song's chord progression, where a chord is a group of notes played together.","chitarra_ritmica, chitarra_di_accompagnamento, chitarra_d'accompagnamento",YES
,bn:01100362n,,"russian_guitar, semistrunka","The Russian guitar is an acoustic seven-string guitar that was developed in Russia toward the end of the 18th century: it shares most of its organological features with the Spanish guitar, although some historians insist on English guitar ascendancy.","chitarra_russa, semistrunka",YES
,bn:03218374n,,tap_guitar,Tap guitar is a class of guitar that is played primarily by tapping on the strings.,"chitarra_tap, tap_guitar",YES
,bn:01911217n,,"t'ong_guitar, t'ong, tong_guitar, tonggita",T'ong guitar was a form of Korean music developed in the early 1970s.,chitarra_t'ong,YES
,bn:01385451n,,"vintage_guitar, vintage_guitars",A vintage guitar is an older guitar usually sought after and maintained by avid collectors or musicians.,"chitarra_vintage, vintage_guitar, chitarre_vintage",YES
,bn:03192417n,,"lead_guitar, lead_guitarist, solo_guitar, lead_guitars, lead_guitarists","Lead guitar, also known as solo guitar, is a musical part for a guitar in which the guitarist plays melody lines, instrumental fill passages, guitar solos, and occasionally, some riffs within a song structure.","chitarrista, chitarre_soliste, chitarra_solista",YES
,bn:01315851n,,"chopped_and_screwed, screwed_and_chopped, screwed_&_chopped, slowed_and_throwed, chopped_&_screwed, screwed, slowed_and_reverb, screwed_music, slowed_&_chopped, houston_screw, screw_music",Chopped and screwed is a technique of remixing hip hop music which developed in the Houston hip hop scene in the early 1990s by DJ Screw.,"chopped_and_screwed, screwed_&_chopped",YES
,bn:01890982n,,"chorus_effect, chorus_pedal, chorus, chorus_unit, chorusing","In music, a chorus effect occurs when individual sounds with approximately the same time, and very similar pitches, converge and are perceived as one.","chorus, effetto_chorus, pedale_chorus",YES
,bn:01444343n,,"christian_hip_hop, holy_hip_hop, christian_rap, chrisitian_gansta_rap, rap-style_christian_music, christian_hip-hop, holy_hip-hop, christian_gangsta_rap, hip_hop-style_christian_music, catholic_hip_hop, holy_rap, contemporary_christian_rap_with_a_twang_of_blues-core, gospel_rap, christian_crunk","Christian hip hop is a subgenre of hip hop music characterized by a Christian worldview, with the general purposes of evangelization, edifying some members of the church and/or simply entertaining.","christian_hip_hop, christian_rap, hip-hop_cristiano, hip_hop_cristiano, gansta_rap_cristiano, musica_cristiana_di_stile_hip_hop, hip_hop_cattolico, rap_sacro",YES
,bn:01398616n,,"christian_metal, christian_metalcore, christian_deathcore, christian_metal_music, christ_metal, christan_metal, christian_death_metal, heavenly_metal, christian_heavy_metal_music, jesus_metal, christian_thrash_metal, christian_heavy_metal","Christian metal, also known as white metal, Jesus metal or heavenly metal, is a form of heavy metal music usually defined by its message using song lyrics as well as the dedication of the band members to Christianity.","christian_metal, white_metal, christian_power_metal, christian_metalcore, metal_cristiano, metalcore_cristiano, deathcore_cristiano, musica_metal_cristiana, metal_cristiano, musica_heavy_metal_cristiana, trash_metal_cristiano, heavy_metal_cristiano",YES
,bn:01162254n,,"christian_punk, christian_punk_rock, punk-style_christian_music, christpunk, christian_punk_music, christian_pop_punk, christ_punk, christian_punk_rock_music",Christian punk is a form of Christian music and a subgenre of punk rock with some degree of Christian lyrical content.,"christian_punk, punk_cristiano, punk_rock_cristiano, musica_cristiana_in_stile_punk, musica_punk_cristiana, pop_punk_cristiano, musica_punk_rock_cristiana",YES
,bn:01526238n,,chuigushou,"Chuigushou is a type of traditional percussive musical ensemble most often used at weddings and funerals by the Han Chinese, which usually accompanies a form of oboe called a suona.",chuigushou,YES
,bn:00992680n,,chuk,The chuk is a traditional Korean musical instrument used in Confucian and Royal Ancestral Shrine ceremonies to signal the beginning of a ritual music performance.,chuk,YES
,bn:01098549n,,"chaconne, chacoon, ciaccone, ciacona, chacony, ciaconna, chacona, ciaccona, chaconde","A chaconne is a type of musical composition popular in the baroque era when it was much used as a vehicle for variation on a repeated short harmonic progression, often involving a fairly short repetitive bass-line which offers a compositional outline for variation, decoration, figuration and melodic invention.","ciaccona, Chaconne",YES
,bn:02430009n,,"song_cycle, liederzyklus, song-cycle, song_cycles","A song cycle is a group, or cycle, of individually complete songs designed to be performed in a sequence as a unit.","ciclo_di_canzoni, ciclo_di_lieder, cicli_di_canzoni",YES
,bn:01313322n,,symphonic_cycle,"A symphonic song cycle can either refer to a symphony composed of separate movements played consecutively or to a set of symphonic works linked by theme, common composer, or common conductor.",ciclo_sinfonico,YES
,bn:01645166n,,"cigar_box_guitar, cigar_box_banjo, cigar_box_guitars, box_guitar, three-string_guitar",The cigar box guitar is a simple chordophone that uses an empty cigar box as a resonator.,"cigar_box_guitar, chitarra_scatola_di_sigari, chitarra_a_tre_corde",YES
,bn:03155464n,,"cimbalom, kimbalom, cymbalo, țambal, tsimbalï, cymbalon, ţambal, cymbalom, sandouri, cimbalon, tsimbali, tambal, tsimbl, cymbalum, cimbalomist, santouri","The cimbalom is a type of chordophone composed of a large, trapezoidal box with metal strings stretched across its top.","cimbalom, cembalo_ungherese, zimbalon, salterio_ungherese, cymbalon, cymbalum, cymbalom, santouri",YES
,bn:02580573n,,"cinquillo, baqueteo","A cinquillo is a typical Cuban/Caribbean rhythmic cell, used in the Cuban contradanza and the danzón.",cinquillo,YES
,bn:01398045n,,"musical_quotation, musical_quotations",Musical quotation is the practice of directly quoting another work in a new composition.,"citazione_musicale, citazioni_musicali",YES
,bn:03196349n,,basset_clarinet,The basset clarinet is a clarinet similar to the usual soprano clarinet but longer and with additional keys to enable playing several additional lower notes.,clarinetto_di_bassetto,YES
,bn:01061849n,,"double_clarinet, zummara","The term double clarinet refers to any of several woodwind instruments consisting of two parallel pipes made of cane, bird bone, or metal, played simultaneously, with a single reed for each.","clarinetto_doppio, doppio_clarinetto, zammara",YES
,bn:01999608n,,"e-flat_clarinet, eb_clarinet, e♭_sopranino, e♭_clarinet, e_flat_clarinet, e_clarinet, clarinet_in_e-flat,  e♭clarinet","The E-flat clarinet is a member of the clarinet family, smaller than the more common B♭ clarinet and pitched a perfect fourth higher.","clarinetto_piccolo, e-flat_clarinetto, clarinetto_in_mi♭, clarinetto_soprano",YES
,bn:01036036n,,"record_chart, music_chart, record_charts, music_charts","A record chart, also called a music chart, is a ranking of recorded music according to certain criteria during a given period.","classifica_musicale, classifica_discografica, grafico_popolarità_musicale",YES
,bn:02110618n,,"clave, clave_rhythm, clave_pattern",The clave is a rhythmic pattern used as a tool for temporal organization in Afro-Cuban music.,"clave, ritmo_clave",YES
,bn:02475063n,,"claviola, claviole, key-bagpipe",The Claviola is a musical instrument that was designed in the 1960s by Hohner technician and designer Ernst Zacharias.,claviola,YES
,bn:02434520n,,"clubbing, club_subculture, club_culture",Clubbing is the activity of visiting and gathering socially at nightclubs and festivals.,"clubbing, subcultura_dei_club",YES
,bn:02788748n,,"tone_cluster, cluster, tone_clusters, cluster_chord, tone-cluster, note_cluster, tonal_cluster",A tone cluster is a musical chord comprising at least three adjacent tones in a scale.,"cluster, cluster_tono, cluster_di_note",YES
,bn:01471567n,,"beam, midway_beam, flag, beaming","In musical notation, a beam is a horizontal or diagonal line used to connect multiple consecutive notes to indicate rhythmic grouping.","codette, fascio, raggio",YES
,bn:01804548n,,"box_set, vinyl_box_set, boxed_set, dvd_box_set, boxset, dvd_box-set, compilation_box_set, box-set, box_sets",A box set or boxed set is a set of items traditionally packaged in a box and is offered for sale as a single unit.,"cofanetto, box-set, box_set, boxset",YES
,bn:02514907n,,"coladeira, cola-zouk, cabo_love, coladera",The coladeira is a music genre from Cape Verde.,coladeira,YES
,bn:02359569n,,college_rock,College rock was the alternative rock music played on student-run university and college campus radio stations located in the United States and Canada in the 1980s.,college_rock,YES
,bn:01037957n,,"record_collecting, crate_digging","Record collecting is the hobby of collecting sound recordings, usually of music, but sometimes ""spoken word""",collezionismo_vinili,YES
,bn:01367859n,,"horror_film_score, horror_film_scores",A horror film score is music used and often specially written for films in the horror genre.,"colonna_sonora_film_horror, colonna_sonora_per_film_horror",YES
,bn:02474018n,,comedy_hip_hop,الهيب هوب الكوميدي أو راب الكوميديا هو نوع فرعي من موسيقى الهيب هوب يتضمن عادة كلمات ساخرة.,comedy_hip_hop,YES
,bn:02963853n,,"formula_composition, standard","Formula composition is a serially derived technique encountered principally in the music of Karlheinz Stockhausen, involving the projection, expansion, and Ausmultiplikation of either a single melody-formula, or a two- or three-voice contrapuntal construction.",composizione_formula,YES
,bn:02409536n,,"animal_song, animal_songs","Animal song is not a well-defined term in scientific literature, and the use of the more broadly defined term 'vocalizations' is in more common use.","comunicazione_animale_vocale, comunicazione_animale_uditiva",YES
,bn:03215420n,,"house_concert, hausmusik","A house concert or home concert is a musical concert or performance art that is presented in someone's home or apartment, or a nearby small private space such as a barn, apartment rec room, lawn, or back yard.","concerto_casa, concerto_a_casa",YES
,bn:02816874n,,"concerto_da_camera, chamber_concerto, kammerkonzert","Concerto da camera, or in English chamber concerto, originally was one of the two types of concerto grosso, the other being the concerto da chiesa.",concerto_da_camera,YES
,bn:00989964n,,"guerrilla_gig, guerilla_gig, guerilla_concert",A Guerrilla gig is a type of concert performed in a non-traditional setting or arranged in an unusual fashion.,concerto_di_guerriglia,YES
,bn:01804318n,,bassoon_concerto,"A bassoon concerto is a concerto for bassoon accompanied by a musical ensemble, typically orchestra.",concerto_per_fagotto,YES
,bn:01064298n,,concerto_for_solo_piano,"While a concerto is generally a piece for an instrument or instruments with orchestral accompaniment, some works for piano alone have been written with the seemingly contradictory designation concerto for solo piano.","concerto_per_pianoforte_solista, concerto_per_pianoforte_solo",YES
,bn:01912871n,,timpani_concerto,A timpani concerto is piece of music written for timpani with orchestral accompaniment.,"concerto_per_timpani, concerto_per_timpani_e_orchestra",YES
,bn:01574671n,,trumpet_concerto,"A trumpet concerto is a concerto for solo trumpet and instrumental ensemble, customarily the orchestra.","concerto_per_tromba, concerto_per_tromba_e_orchestra",YES
,bn:02428395n,,"violin_concerto, concerto_for_violin_and_orchestra",A violin concerto is a concerto for solo violin and instrumental ensemble.,"concerto_per_violino, concerto_per_violino_e_orchestra",YES
,bn:01083696n,,"contra_dance, contradance, contra-dance, contra_dancing, contredance, contre-dance, contra_dance_music, kontretanz, contredanse, techno_contra, contra_dances, contredances",Contra dance is a folk dance made up of long lines of couples.,"contraddanza, contradanza, controdanza, controdanze, contraddanze, contradanze, musica_contra_dance",YES
,bn:01790906n,,"recording_contract, record_deal, record_contract","A recording contract is a legal agreement between a record label and a recording artist, where the artist makes a record for the label to sell and promote.",contratto_discografico,YES
,bn:01848756n,,"publishing_contract, publishing_right","A publishing contract is a legal contract between a publisher and a writer or author, to publish original content by the writer or author.",contratto_editoriale,YES
,bn:01766545n,,"cover_art, cover_painting, cover_artwork, cover_photo, cover_photograph","Cover art is a type of artwork presented as an illustration or photograph on the outside of a published product such as a book, magazine, newspaper, comic book, video game, DVD, CD, videotape, music album or podcast.","copertina, artwork, cover_art",YES
