wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?
,bn:03636988n,,"mu_chord, mu_major, steely_dan_chord, mu_major_chord","A mu major chord or mu chord is a particular voicing of an add 2 or ""add 9"" chord.",accordo_di_steely_dan,YES
,bn:03638143n,,"orchestral_enhancement, pre-recorded_music","Orchestral enhancement is the technique of using orchestration techniques, architectural modifications, or electronic technologies to modify the sound, complexity, or color of a musical theatre, ballet or opera pit orchestra.",miglioramento_orchestrale,YES
,bn:03638143n,,"orchestral_enhancement, pre-recorded_music","Orchestral enhancement is the technique of using orchestration techniques, architectural modifications, or electronic technologies to modify the sound, complexity, or color of a musical theatre, ballet or opera pit orchestra.",musica_preregistrata,YES
,bn:03645393n,,melodica_in_music,Melodica in music refers to the musical use of melodica.,melodica_nella_musica,YES
,bn:03651135n,,abwe,An abwe or chekeré is a Cuban musical ensemble that uses gourds.,abwe,YES
,bn:03651803n,,"fungi, scratch_band, music_of_the_british_virgin_islands:_fungi, quelbe",Fungi is the name given to the local musical form of the British Virgin Islands.,fungi,YES
,bn:03651803n,,"fungi, scratch_band, music_of_the_british_virgin_islands:_fungi, quelbe",Fungi is the name given to the local musical form of the British Virgin Islands.,scratch_band,YES
,bn:03651803n,,"fungi, scratch_band, music_of_the_british_virgin_islands:_fungi, quelbe",Fungi is the name given to the local musical form of the British Virgin Islands.,musica_delle_isole_vergini_britanniche,YES
,bn:03653006n,,rasika,A rasika is a term for an aesthete of Indian classical music.,rasika,YES
,bn:03685845n,,"prolation_canon, proportional_canon, canon_by_diminution, canon_per_diminutionem, canon_by_augmentation, canon_per_augmentationem, diminution_canon, augmentation_canon, sloth_canon, mensuration_canon","In music, a prolation canon is a type of canon, a musical composition wherein the main melody is accompanied by one or more imitations of that melody in other voices.",prolation_canon,YES
,bn:03699332n,,kari,"Kari, in shakuhachi music, is both a property of a note and a technique.",kari,YES
,bn:03702217n,,hofii,"Hofii is a form of female vocal folk music that is believed to have originated from Tlemcen, Algeria.",hofii,YES
,bn:03709982n,,come_and_sing,"A come and sing event is a temporary choir that rehearses and/or performs choral music, often within a single day.",come_and_sing,YES
,bn:03709982n,,come_and_sing,"A come and sing event is a temporary choir that rehearses and/or performs choral music, often within a single day.",vieni_e_canta,YES
,bn:03709982n,,come_and_sing,"A come and sing event is a temporary choir that rehearses and/or performs choral music, often within a single day.",coro_temporaneo,YES
,bn:03714646n,,sato,"The Sato is a bowed tanbur, or long-necked lute, played by performers of Central Asian classical and folk music, mainly in Uzbekistan and Tajikistan.",sato,YES
,bn:03733521n,,"chopping, chopped_vocals","In hip hop music sampling, chopping is the ""altering a sampled phrase by dividing it into smaller segments and reconfiguring them in a different order.""",campionatura,YES
,bn:03733521n,,"chopping, chopped_vocals","In hip hop music sampling, chopping is the ""altering a sampled phrase by dividing it into smaller segments and reconfiguring them in a different order.""",vocali_spezzate,YES
,bn:03736371n,,"song_poem, songpoem",Song poems are songs with lyrics by usually non-professional writers that have been set to music by commercial companies for a fee.,song_poem,YES
,bn:03736371n,,"song_poem, songpoem",Song poems are songs with lyrics by usually non-professional writers that have been set to music by commercial companies for a fee.,songpoem,YES
,bn:03754848n,,buraban,Buraban is a Japanese term for a wind ensemble or concert band.,buraban,YES
,bn:03758853n,,"double-system_recording, doublesystem, double_system, double-system, double-systems, double_systems, doublesystems",Double-system recording is a form of sound recording used in motion picture production whereby the sound for a scene is recorded on a machine that is separate from the camera or picture-recording apparatus.,registrazione_a_doppio_sistema,YES
,bn:03767942n,,rautalanka,"In common usage, the Finnish word rautalanka means instrumental rock in general.",rautalanka,YES
,bn:03770557n,,"onkyokei, onkyo-kei, onkyo","The Onkyo music movement or Onkyokei is a form of free improvisation, emerging from Japan in the late 1990s.",onkyokei,YES
,bn:03770557n,,"onkyokei, onkyo-kei, onkyo","The Onkyo music movement or Onkyokei is a form of free improvisation, emerging from Japan in the late 1990s.",movimento_musicale_onkyo,YES
,bn:03780067n,,"string_harmonic, guitar_harmonic, artificial_harmonics, tap_harmonics, guitar_harmonics, tapped_harmonic, ghost_harmonic, pinched_harmonic, artificial_harmonic, tap_harmonic, artifical_harmonic, false_harmonic, harp_harmonic, pinch_harmonics, string_harmonics",Playing a string harmonic is a string instrument technique that uses the nodes of natural harmonics of a musical string to isolate overtones.,suonare_un'armonica_a_corda,YES
,bn:03785082n,,timeline_of_recordings_with_a_flanging_effect,"Flanging is a time-based effects unit that occurs when two identical signals are mixed together, but with one signal time-delayed by a small and gradually changing amount, usually smaller than 20 milliseconds.",timeline_di_registrazioni_con_l'effetto_flanger,YES
,bn:03800985n,,footed_drum,"A footed drum is a class of membranophone, of Native American and Polynesian origin, characterized by an open area at the bottom of the instrument, held by feet.",footed_drum,YES
,bn:03811050n,,"industrial_musical, industrial_musicals, corporate_musicals, corporate_musical","An industrial musical is a musical performed internally for the employees or shareholders of a business to create a feeling of being part of a team, to entertain, and/or to educate and motivate the management and salespeople to improve sales and profits.",industrial_musical,YES
,bn:03811050n,,"industrial_musical, industrial_musicals, corporate_musicals, corporate_musical","An industrial musical is a musical performed internally for the employees or shareholders of a business to create a feeling of being part of a team, to entertain, and/or to educate and motivate the management and salespeople to improve sales and profits.",musical_per_le_industrie,YES
,bn:03811050n,,"industrial_musical, industrial_musicals, corporate_musicals, corporate_musical","An industrial musical is a musical performed internally for the employees or shareholders of a business to create a feeling of being part of a team, to entertain, and/or to educate and motivate the management and salespeople to improve sales and profits.",musica_per_aziende,YES
,bn:03837835n,,katsa,Katsa is a rattle used in Malagasy music.,katsa,YES
,bn:03864481n,,"module_file, music_disk, music_scene, umx, mod_music, mod-files, mod-scene, tracker_music_file, module_files, musicdisk, tracker_modules, tracker_music, mod_music_file, music_module, mod-music, module_player, modscene, module_music, mod_scene, tracking_scene, music_disks",Module file is a family of music file formats originating from the MOD file format on Amiga systems used in the late 1980s.,module_file,YES
,bn:03869013n,,"history_of_multitrack_recording, 32-track_digital_recorder","Multitrack recording of sound is the process in which sound and other electro-acoustic signals are captured on a recording medium such as magnetic tape, which is divided into two or more audio tracks that run parallel with each other.",storia_della_registrazione_multitraccia,YES
,bn:03869013n,,"history_of_multitrack_recording, 32-track_digital_recorder","Multitrack recording of sound is the process in which sound and other electro-acoustic signals are captured on a recording medium such as magnetic tape, which is divided into two or more audio tracks that run parallel with each other.",32-track_recorder,YES
,bn:03869013n,,"history_of_multitrack_recording, 32-track_digital_recorder","Multitrack recording of sound is the process in which sound and other electro-acoustic signals are captured on a recording medium such as magnetic tape, which is divided into two or more audio tracks that run parallel with each other.",registratore_di_32_tracce,YES
,bn:03875598n,,malunga,"The malunga is a single-stringed musical bow played by the Siddi of India, who are the descendants of East African immigrants.",malunga,YES
,bn:03882048n,,barynya,Barynya is a fast Russian folk dance and music.,barynya,YES
,bn:03882709n,,"đàn_đá, dan_da, stone_musical_instrument","The đàn đá is a lithophone played by ethnic minority groups in the Central Highlands of Vietnam, in the provinces of Lâm Đồng, Đắk Nông, Đắk Lắk, Gia Lai, and Kon Tum.",đàn_đá,YES
,bn:03882709n,,"đàn_đá, dan_da, stone_musical_instrument","The đàn đá is a lithophone played by ethnic minority groups in the Central Highlands of Vietnam, in the provinces of Lâm Đồng, Đắk Nông, Đắk Lắk, Gia Lai, and Kon Tum.",dan_da,YES
,bn:03882709n,,"đàn_đá, dan_da, stone_musical_instrument","The đàn đá is a lithophone played by ethnic minority groups in the Central Highlands of Vietnam, in the provinces of Lâm Đồng, Đắk Nông, Đắk Lắk, Gia Lai, and Kon Tum.",strumento_musicale_in_pietra,YES
,bn:03886575n,,"benna, ditti, bennah",Benna is a genre of Antiguan and Barbudan music.,benna,YES
,bn:03886575n,,"benna, ditti, bennah",Benna is a genre of Antiguan and Barbudan music.,ditti,YES
,bn:03886575n,,"benna, ditti, bennah",Benna is a genre of Antiguan and Barbudan music.,bennah,YES
,bn:03893029n,,bolombatto,The bolombatto is a traditional stringed instrument that features in the music of West Africa.,bolombatto,YES
,bn:04750909n,,caixas_de_guerra,La caixa' et le tarol sont des instruments de percussion brésiliens.,caixa,YES
,bn:04750909n,,caixas_de_guerra,La caixa' et le tarol sont des instruments de percussion brésiliens.,caixas_de_guerra,YES
,bn:08271629n,,dramatic_lyric_soprano,Operatic voice,soprano_lirico_drammatico,YES
,bn:13917745n,,reductionism,Reductionism is a form of improvised music that developed towards the end of the 20th century.,reductionism,YES
,bn:14059524n,,"bro-country, metro-bro, bro_country, brocountry","Bro-country is a subgenre of mainstream country music originating in the 2010s, and is influenced by 21st-century hip hop, hard rock and electronica.",bro-country,YES
,bn:14059524n,,"bro-country, metro-bro, bro_country, brocountry","Bro-country is a subgenre of mainstream country music originating in the 2010s, and is influenced by 21st-century hip hop, hard rock and electronica.",metro-bro,YES
,bn:14059524n,,"bro-country, metro-bro, bro_country, brocountry","Bro-country is a subgenre of mainstream country music originating in the 2010s, and is influenced by 21st-century hip hop, hard rock and electronica.",bro_country,YES
,bn:14059524n,,"bro-country, metro-bro, bro_country, brocountry","Bro-country is a subgenre of mainstream country music originating in the 2010s, and is influenced by 21st-century hip hop, hard rock and electronica.",brocountry,YES
,bn:14075093n,,"bo, po","The bo is a percussion instrument originating in China, a type of cymbals.",bo,YES
,bn:14122414n,,"ayoyotes, aztec_jingles, huesos_de_fraile, ayoyotl","The ayoyotes, ayoyotl, aztec jingles or huesos de fraile, are an idiophone percussion instrument of the Aztecs.",ayoyotes,YES
,bn:14122414n,,"ayoyotes, aztec_jingles, huesos_de_fraile, ayoyotl","The ayoyotes, ayoyotl, aztec jingles or huesos de fraile, are an idiophone percussion instrument of the Aztecs.",jigle_aztechi,YES
,bn:14122414n,,"ayoyotes, aztec_jingles, huesos_de_fraile, ayoyotl","The ayoyotes, ayoyotl, aztec jingles or huesos de fraile, are an idiophone percussion instrument of the Aztecs.",huesos_de_fraile,YES
,bn:14123083n,,digital_sheet_music,Digital sheet music is technology for representing and displaying sheet music in a computer-readable format.,spartito_digitale,YES
,bn:14131404n,,"sotto_voce, soto_voce","In music, sotto voce is a dramatic lowering of the vocal or instrumental volume — not necessarily pianissimo, but a definitely hushed tonal quality.",sotto_voce,YES
,bn:14216443n,,"military_and_processional_music, military_&_processional_music","Military and processional music was designed to fulfil necessary functions in a military environment, and accompanies pageants, parades, ceremonies, processions.",musica_per_processione_e_militare,YES
,bn:14224228n,,tungehorn,"The tungehorn is a woodwind instrument used in traditional Norwegian music, which has a single-reed attached to a conical cow or goat horn.",tungehorn,YES
,bn:14225843n,,"insertion_aria, interpolated_aria, aria_di_baule, trunk_aria, interpolation_aria",An insertion aria is an aria sung in an opera for which it was not composed.,aria_di_baule,YES
,bn:14227466n,,"taille, taille_de_hautbois, alto_oboe, tenor_oboe","The taille, also called the taille de hautbois or the alto oboe, was a Baroque tenor oboe pitched in F. It had a straight body, an open bell, and two keys.",taille_de_hautbois,YES
,bn:14227466n,,"taille, taille_de_hautbois, alto_oboe, tenor_oboe","The taille, also called the taille de hautbois or the alto oboe, was a Baroque tenor oboe pitched in F. It had a straight body, an open bell, and two keys.",alto_oboe,YES
,bn:14227466n,,"taille, taille_de_hautbois, alto_oboe, tenor_oboe","The taille, also called the taille de hautbois or the alto oboe, was a Baroque tenor oboe pitched in F. It had a straight body, an open bell, and two keys.",oboe_tenore,YES
,bn:14319636n,,"traditional_sub-saharan_african_harmony, african_traditional_music, traditional_african_harmony","Traditional sub-Saharan African harmony is a music theory of harmony in sub-Saharan Africa music based on the principles of homophonic parallelism, homophonic polyphony, counter melody and ostinato-variation.",armonia_tradizionale_africana_subsahariana,YES
,bn:14319636n,,"traditional_sub-saharan_african_harmony, african_traditional_music, traditional_african_harmony","Traditional sub-Saharan African harmony is a music theory of harmony in sub-Saharan Africa music based on the principles of homophonic parallelism, homophonic polyphony, counter melody and ostinato-variation.",musica_tradizionale_africana,YES
,bn:14319636n,,"traditional_sub-saharan_african_harmony, african_traditional_music, traditional_african_harmony","Traditional sub-Saharan African harmony is a music theory of harmony in sub-Saharan Africa music based on the principles of homophonic parallelism, homophonic polyphony, counter melody and ostinato-variation.",armonia_tradizionale_africana,YES
,bn:14339330n,,"the_jerk, jerk",The jerk was a popular or fad dance in the 1960s.,jerk,YES
,bn:14407249n,,"cue, cueing",To cue audio is to determine the desired initial playback point in a piece of recorded music.,segnalare_l'audio,YES
,bn:14576244n,,"violetta, little_marine_viol, violetta_marina",The violetta was a 16th-century musical instrument.,viola_marina,YES
,bn:14585131n,,"chop_chord, chop, rhythm_chop, backbeat_chop, chunking, chop_strum, guitar_chop, the_chop, chop-chord, mandolin_chop","In music, a chop chord is a ""clipped backbeat"".",accordo_chop,YES
,bn:14585131n,,"chop_chord, chop, rhythm_chop, backbeat_chop, chunking, chop_strum, guitar_chop, the_chop, chop-chord, mandolin_chop","In music, a chop chord is a ""clipped backbeat"".",ritmo_chop,YES
,bn:14585131n,,"chop_chord, chop, rhythm_chop, backbeat_chop, chunking, chop_strum, guitar_chop, the_chop, chop-chord, mandolin_chop","In music, a chop chord is a ""clipped backbeat"".",controtempo_chop,YES
,bn:14585131n,,"chop_chord, chop, rhythm_chop, backbeat_chop, chunking, chop_strum, guitar_chop, the_chop, chop-chord, mandolin_chop","In music, a chop chord is a ""clipped backbeat"".",chunking,YES
,bn:14586035n,,"irish_fiddle, irish_fiddling, irish_fiddlers, irish_fiddle_playing",The Celtic fiddle is one of the most important instruments in the traditional repertoire of Celtic music.,violino_irlandese,YES
,bn:14586035n,,"irish_fiddle, irish_fiddling, irish_fiddlers, irish_fiddle_playing",The Celtic fiddle is one of the most important instruments in the traditional repertoire of Celtic music.,violino_celtico,YES
,bn:14586035n,,"irish_fiddle, irish_fiddling, irish_fiddlers, irish_fiddle_playing",The Celtic fiddle is one of the most important instruments in the traditional repertoire of Celtic music.,violinisti_irlandesi,YES
,bn:14586035n,,"irish_fiddle, irish_fiddling, irish_fiddlers, irish_fiddle_playing",The Celtic fiddle is one of the most important instruments in the traditional repertoire of Celtic music.,suonare_il_violino_irlandese,YES
,bn:14588606n,,death_of_the_album,"Death of the album is a phrase used to describe the perceived decline of the traditional album in the 21st century, sometimes attributed to internet sharing and downloading, album-equivalent units, and the changing expectations of music listeners.",la_morte_dell'album,YES
,bn:14594837n,,"""i_want""_song, i_want_song","The ""I Want"" song is a popular type of song featured in musical theatre, and has become a particularly popular term through its use to describe a series of songs featured in 1990s Disney animated features that had the main character singing about how they are unsatisfied with their current life, and what they are searching for.","canzone_""i_want""",YES
,bn:14594837n,,"""i_want""_song, i_want_song","The ""I Want"" song is a popular type of song featured in musical theatre, and has become a particularly popular term through its use to describe a series of songs featured in 1990s Disney animated features that had the main character singing about how they are unsatisfied with their current life, and what they are searching for.","canzone_""lo_voglio""",YES
,bn:14600648n,,"orchestral_song, orchesterlied",The orchestral song is a late romantic genre of classical music for solo voices and orchestra.,canzone_orchestrale,YES
,bn:14641771n,,pre-release_cover_version,"In the music industry, a pre-release cover version is a type of cover version that arises when a cover artist releases a version of a song before the original artist does.",versione_della_cover_prima_del_lancio,YES
,bn:14649665n,,"slutdrop, slut-drop, slut_drop, slutdropping",Slutdrop is a dance move.,slutdrop,YES
,bn:14652023n,,"iraqi_santur, santur, santur,_iraqi",The santur is a hammered dulcimer of Mesopotamian origin.,santur_iracheno,YES
,bn:14661071n,,ghost_band,"A ghost band is, in the case of big band jazz, a band that performs under the original name of a deceased leader.",ghost_band,YES
,bn:14726988n,,ad_libitum,De muziekterm ad libitum of afgekort: ad lib.,ad libitum,YES
,bn:14751981n,,slave_contract,"A slave contract refers to an unfair, long-term contract between Korean idols and their management agencies.",contratto_da_schiavo,YES
,bn:14800764n,,kakko,The kakko is a Japanese double-headed drum.,kakko,YES
,bn:14825727n,,"fish-drum, fish_drum",The fish drum is a Chinese percussion instrument.,fish-drum,YES
,bn:14825727n,,"fish-drum, fish_drum",The fish drum is a Chinese percussion instrument.,fish_drum,YES
,bn:14850851n,,contemporary_commercial_music,Contemporary commercial music or CCM is a term used by some vocal pedagogists in the United States of America to refer to non-classical music.,musica_commerciale_contemporanea,YES
,bn:14880365n,,banjo_music,"Banjo Music is a genre of music that consists exclusively, or primarily of, the banjo.",banjo_music,YES
,bn:14880365n,,banjo_music,"Banjo Music is a genre of music that consists exclusively, or primarily of, the banjo.",musica_con_il_banjo,YES
,bn:15013374n,,music_of_scotland_in_the_nineteenth_century,"Music of Scotland in the nineteenth century includes all forms of music production in the period, in Scotland or by Scottish people.",musica_della_scozia_nel_diciannovesimo_secolo,YES
,bn:15257019n,,"out_of_phase_stereo, out-of-phase_stereo, voice_removal","Out Of Phase Stereo is an audio technique which manipulates the phase of a stereo audio track, to isolate or remove certain components of the stereo mix.",out_of_phase_stereo,YES
,bn:15257019n,,"out_of_phase_stereo, out-of-phase_stereo, voice_removal","Out Of Phase Stereo is an audio technique which manipulates the phase of a stereo audio track, to isolate or remove certain components of the stereo mix.",rimozione_della_voce,YES
,bn:15275458n,,tanbou,A tanbou is the national musical instrument and type of barrel drum from Haiti.,tanbou,YES
,bn:15279100n,,"neoclassical_new-age_music, neoclassical_new_age, neoclassical, neoclassical_new_age_music","Within the broad movement of new-age music, neoclassical new-age music is influenced by and sometimes also based upon baroque or classical music, especially in terms of melody and composition.",musica_new_age_neoclassica,YES
,bn:15279100n,,"neoclassical_new-age_music, neoclassical_new_age, neoclassical, neoclassical_new_age_music","Within the broad movement of new-age music, neoclassical new-age music is influenced by and sometimes also based upon baroque or classical music, especially in terms of melody and composition.",new_age_neoclassico,YES
,bn:15279100n,,"neoclassical_new-age_music, neoclassical_new_age, neoclassical, neoclassical_new_age_music","Within the broad movement of new-age music, neoclassical new-age music is influenced by and sometimes also based upon baroque or classical music, especially in terms of melody and composition.",neoclassico,YES
,bn:15428615n,,"i–v–vi–iv_progression, sensitive_female_chord_progression, pop-punk_chord_progression, four_chords, list_of_four-chord_songs, list_of_i-v-vi-iv_songs, list_of_songs_with_the_pop-punk_chord_progression, i—v—♭vii—iv, four_chords_of_pop, list_of_v_vi_iv_i_songs, i-iv-bvii-iv_progression, i–v–vi–iv, list_of_4_chords_songs, list_of_songs_with_the_pop_punk_chord_progression, list_of_four_chords_songs, list_of_4_chord_songs, list_of_iv_i_v_vi_songs, list_of_pop-punk_chord_progression_songs, list_of_songs_in_iv_i_v_vi, list_of_songs_in_the_pop-punk_progression, list_of_songs_with_the_pop-punk_progression, pop-punk_progression, list_of_v-vi-iv-i_songs, list_of_four_chord_songs, list_of_songs_with_the_pop_punk_progression, list_of_pop_punk_progression_songs, list_of_songs_including_the_pop_punk_progression, list_of_songs_containing_the_pop_punk_chord_progression, list_of_songs_in_iv-i-v-vi, i-v-vi-iv, i—iv—♭vii—iv, list_of_songs_in_the_pop_punk_progression, vi_iv_i_v, list_of_vi_iv_i_v_songs, list_of_4-chords_songs, list_of_songs_in_i-v-vi-iv, list_of_songs_in_i_v_vi_iv, i-v-vi-iv_progression, i-iv-♭vii-iv, list_of_songs_in_v_vi_iv_i, v_vi_iv_i, i-v-♭vii-iv, list_of_songs_containing_the_pop-punk_chord_progression, list_of_songs_containing_the_i-v-vi-iv_progression, list_of_songs_containing_the_pop-punk_progression, i_v_vi_iv, list_of_songs_in_the_pop_punk_chord_progression, pop_punk_chord_progression, list_of_songs_including_the_pop_punk_chord_progression, v-vi-iv-i, iv-i-v-vi, list_of_songs_in_vi_iv_i_v, list_of_songs_containing_the_i–v–vi–iv_progression, list_of_songs_in_vi-iv-i-v, list_of_iv-i-v-vi_songs, list_of_songs_including_the_pop-punk_progression, i–iv–bvii–iv_progression, list_of_pop_punk_chord_progression_songs, vi-iv-i-v, iv_i_v_vi, list_of_songs_in_v-vi-iv-i, i-v-vi-iv_chord_progression, list_of_4-chord_songs, list_of_pop-punk_progression_songs, list_of_songs_containing_the_pop_punk_progression, list_of_songs_including_the_pop-punk_chord_progression, list_of_four-chords_songs, list_of_songs_in_the_pop-punk_chord_progression, list_of_i_v_vi_iv_songs, list_of_vi-iv-i-v_songs",The I–V–vi–IV progression is a common chord progression popular across several genres of music.,progressione_i–v–vi–iv,YES
,bn:15508892n,,science_fiction_theatre,"Science fiction theatre includes live dramatic works, but generally not cinema or television programmes.",teatro_di_fantascienza,YES
,bn:15530048n,,"corps_of_drums, field_music, fifes_and_drums, warband","A Corps of Drums, also sometimes known as a Fife and Drum Corps, Fifes and Drums or simply Drums is a unit of several national armies.",corps_of_drums,YES
,bn:15530048n,,"corps_of_drums, field_music, fifes_and_drums, warband","A Corps of Drums, also sometimes known as a Fife and Drum Corps, Fifes and Drums or simply Drums is a unit of several national armies.",field_music,YES
,bn:15530048n,,"corps_of_drums, field_music, fifes_and_drums, warband","A Corps of Drums, also sometimes known as a Fife and Drum Corps, Fifes and Drums or simply Drums is a unit of several national armies.",fifs_and_drums,YES
,bn:15530048n,,"corps_of_drums, field_music, fifes_and_drums, warband","A Corps of Drums, also sometimes known as a Fife and Drum Corps, Fifes and Drums or simply Drums is a unit of several national armies.",warband,YES
,bn:15577420n,,"tar_shehnai, tar_shehanai, tarshehnai","The tar shehnai, also spelled tarshenai or sometimes tar shehanai, is an esraj whose sound is amplified by a metal horn attached to its sound board.",tar_shehnai,YES
,bn:15577420n,,"tar_shehnai, tar_shehanai, tarshehnai","The tar shehnai, also spelled tarshenai or sometimes tar shehanai, is an esraj whose sound is amplified by a metal horn attached to its sound board.",tar_shehanai,YES
,bn:15577420n,,"tar_shehnai, tar_shehanai, tarshehnai","The tar shehnai, also spelled tarshenai or sometimes tar shehanai, is an esraj whose sound is amplified by a metal horn attached to its sound board.",tarshehnai,YES
,bn:15608036n,,"bro, đàn_brố","The bro is a traditional musical instrument of the Bahnar, Xơ Đăng, Êđê, Gia Rai people and Giẻ Xtiêng peoples of the Central Vietnam Highlands.",bro,YES
,bn:15617250n,,"dapha_music, dapa_music","Dapha music is a Newa artform in which singers and musicians perform devotional music, based on classical raga and taal system.",musica_dapha,YES
,bn:15617250n,,"dapha_music, dapa_music","Dapha music is a Newa artform in which singers and musicians perform devotional music, based on classical raga and taal system.",musica_dapa,YES
,bn:15737483n,,"fragmentation, fragment, musical_fragment","In music composition, fragmentation is the use of fragments or the ""division of a musical idea ",frammentazione,YES
,bn:15737483n,,"fragmentation, fragment, musical_fragment","In music composition, fragmentation is the use of fragments or the ""division of a musical idea ",frammento,YES
,bn:15737483n,,"fragmentation, fragment, musical_fragment","In music composition, fragmentation is the use of fragments or the ""division of a musical idea ",frammento_musicale,YES
,bn:15742638n,,"kontradans, french-haitian_contredanse","Kontradans or the French-Haitian Contredanse, is creolized dance music formed in the 18th century in the French colony of Saint-Domingue that evolved from the English contra dance, or, which eventually spread throughout the Caribbean, Louisiana, Europe and the rest of the New World from the Creoles of Saint-Domingue.",kontradans,YES
,bn:15742638n,,"kontradans, french-haitian_contredanse","Kontradans or the French-Haitian Contredanse, is creolized dance music formed in the 18th century in the French colony of Saint-Domingue that evolved from the English contra dance, or, which eventually spread throughout the Caribbean, Louisiana, Europe and the rest of the New World from the Creoles of Saint-Domingue.",contraddanza_franco-haitiana,YES
,bn:15751742n,,tambu,"Tambu is a drum, music genre and dance form, found on Aruba, Bonaire and Curaçao, and is a major part of the Dutch Antillean music.",tambù,YES
,bn:15786164n,,"bachatón, bachaton, bachata_tipico, reggaeton_bachateo, bachateo, bachateo_reggaeton, nueva_bachata",Bachatón is a fusion genre of reggaeton from Puerto Rico and bachata from the Dominican Republic.,bachatón,YES
,bn:15786164n,,"bachatón, bachaton, bachata_tipico, reggaeton_bachateo, bachateo, bachateo_reggaeton, nueva_bachata",Bachatón is a fusion genre of reggaeton from Puerto Rico and bachata from the Dominican Republic.,bachaton,YES
,bn:15786164n,,"bachatón, bachaton, bachata_tipico, reggaeton_bachateo, bachateo, bachateo_reggaeton, nueva_bachata",Bachatón is a fusion genre of reggaeton from Puerto Rico and bachata from the Dominican Republic.,bachata_tipico,YES
,bn:15786164n,,"bachatón, bachaton, bachata_tipico, reggaeton_bachateo, bachateo, bachateo_reggaeton, nueva_bachata",Bachatón is a fusion genre of reggaeton from Puerto Rico and bachata from the Dominican Republic.,reggaeton_bachateo,YES
,bn:15786164n,,"bachatón, bachaton, bachata_tipico, reggaeton_bachateo, bachateo, bachateo_reggaeton, nueva_bachata",Bachatón is a fusion genre of reggaeton from Puerto Rico and bachata from the Dominican Republic.,bachateo,YES
,bn:15786164n,,"bachatón, bachaton, bachata_tipico, reggaeton_bachateo, bachateo, bachateo_reggaeton, nueva_bachata",Bachatón is a fusion genre of reggaeton from Puerto Rico and bachata from the Dominican Republic.,bachateo_reggaeton,YES
,bn:15786164n,,"bachatón, bachaton, bachata_tipico, reggaeton_bachateo, bachateo, bachateo_reggaeton, nueva_bachata",Bachatón is a fusion genre of reggaeton from Puerto Rico and bachata from the Dominican Republic.,nueva_bachata,YES
,bn:15884148n,,"stile_rappresentativo, representative_style",Stile rappresentativo is an Italian opera term.,stile_rappresentativo,YES
,bn:15926908n,,caxirola,"The caxirola is a Brazilian percussion instrument created by Carlinhos Brown and consisting of a closed plastic basket with a flat-bottom filled with small synthetic particles, in an attempt to create a sustainable product.",caxirola,YES
,bn:15957025n,,"slow_movement, slow_movement_form, sonata_slow_movement, slow_movement_in_sonata, slow_movement_sonata, slow_movements, slow_movement_in_music, slow_movement_music",A slow movement is a form in a multi-movement musical piece.,slow_movement,YES
,bn:15957025n,,"slow_movement, slow_movement_form, sonata_slow_movement, slow_movement_in_sonata, slow_movement_sonata, slow_movements, slow_movement_in_music, slow_movement_music",A slow movement is a form in a multi-movement musical piece.,forma_slow_movement,YES
,bn:15957025n,,"slow_movement, slow_movement_form, sonata_slow_movement, slow_movement_in_sonata, slow_movement_sonata, slow_movements, slow_movement_in_music, slow_movement_music",A slow movement is a form in a multi-movement musical piece.,slow_movement_nella_sonata,YES
,bn:15957025n,,"slow_movement, slow_movement_form, sonata_slow_movement, slow_movement_in_sonata, slow_movement_sonata, slow_movements, slow_movement_in_music, slow_movement_music",A slow movement is a form in a multi-movement musical piece.,slow_movement_in_music,YES
,bn:16012952n,,bluegrass_mandolin,Bluegrass mandolin is a style of mandolin playing most commonly heard in bluegrass bands.,mandolino_bluegrass,YES
,bn:16027022n,,"rock_and_alternative_music_in_iran, iranian_rock, iranian_metal, aryan_rock, iranian_rock_and_alternative_music, heavy_metal_music_in_iran",Iranian rock refers to rock music produced by Iranian artists.,musica_rock_e_alternativa_in_iran,YES
,bn:16027022n,,"rock_and_alternative_music_in_iran, iranian_rock, iranian_metal, aryan_rock, iranian_rock_and_alternative_music, heavy_metal_music_in_iran",Iranian rock refers to rock music produced by Iranian artists.,rock_iraniano,YES
,bn:16027022n,,"rock_and_alternative_music_in_iran, iranian_rock, iranian_metal, aryan_rock, iranian_rock_and_alternative_music, heavy_metal_music_in_iran",Iranian rock refers to rock music produced by Iranian artists.,metal_iraniano,YES
,bn:16027022n,,"rock_and_alternative_music_in_iran, iranian_rock, iranian_metal, aryan_rock, iranian_rock_and_alternative_music, heavy_metal_music_in_iran",Iranian rock refers to rock music produced by Iranian artists.,rock_ariano,YES
,bn:16027022n,,"rock_and_alternative_music_in_iran, iranian_rock, iranian_metal, aryan_rock, iranian_rock_and_alternative_music, heavy_metal_music_in_iran",Iranian rock refers to rock music produced by Iranian artists.,musica_alternativa_e_rock_iraniano,YES
,bn:16027022n,,"rock_and_alternative_music_in_iran, iranian_rock, iranian_metal, aryan_rock, iranian_rock_and_alternative_music, heavy_metal_music_in_iran",Iranian rock refers to rock music produced by Iranian artists.,musica_heavy_metal_in_iran,YES
,bn:16031176n,,"psychology_of_music_preference, music_preference",The psychology of music preference is the study of the psychological factors behind peoples' different music preferences.,psicologia_della_preferenza_musicale,YES
